3D Run ID,Shift,h,swA,swB,tet
391,4,0.5,1,3.26667,1.36136
392,4,2.4,1,3.26667,1.36136
393,4,4.3,1,3.26667,1.36136
394,4,6.2,1,3.26667,1.36136
395,4,8.1,1,3.26667,1.36136
396,4,10,1,3.26667,1.36136
397,4,0.5,1,5.53333,1.36136
398,4,2.4,1,5.53333,1.36136
399,4,4.3,1,5.53333,1.36136
400,4,6.2,1,5.53333,1.36136
401,4,8.1,1,5.53333,1.36136
402,4,10,1,5.53333,1.36136
403,4,0.5,1,7.8,1.36136
404,4,2.4,1,7.8,1.36136
405,4,4.3,1,7.8,1.36136
406,4,6.2,1,7.8,1.36136
407,4,8.1,1,7.8,1.36136
408,4,10,1,7.8,1.36136
409,4,0.5,3.26667,1,1.36136
410,4,2.4,3.26667,1,1.36136
411,4,4.3,3.26667,1,1.36136
412,4,6.2,3.26667,1,1.36136
413,4,8.1,3.26667,1,1.36136
414,4,10,3.26667,1,1.36136
415,4,0.5,3.26667,3.26667,1.36136
416,4,2.4,3.26667,3.26667,1.36136
417,4,4.3,3.26667,3.26667,1.36136
418,4,6.2,3.26667,3.26667,1.36136
419,4,8.1,3.26667,3.26667,1.36136
420,4,10,3.26667,3.26667,1.36136
421,4,0.5,3.26667,5.53333,1.36136
422,4,2.4,3.26667,5.53333,1.36136
423,4,4.3,3.26667,5.53333,1.36136
424,4,6.2,3.26667,5.53333,1.36136
425,4,8.1,3.26667,5.53333,1.36136
426,4,10,3.26667,5.53333,1.36136
427,4,0.5,3.26667,7.8,1.36136
428,4,2.4,3.26667,7.8,1.36136
429,4,4.3,3.26667,7.8,1.36136
430,4,6.2,3.26667,7.8,1.36136
431,4,8.1,3.26667,7.8,1.36136
432,4,10,3.26667,7.8,1.36136
433,4,0.5,5.53333,1,1.36136
434,4,2.4,5.53333,1,1.36136
435,4,4.3,5.53333,1,1.36136
436,4,6.2,5.53333,1,1.36136
437,4,8.1,5.53333,1,1.36136
438,4,10,5.53333,1,1.36136
439,4,0.5,5.53333,3.26667,1.36136
440,4,2.4,5.53333,3.26667,1.36136
441,4,4.3,5.53333,3.26667,1.36136
442,4,6.2,5.53333,3.26667,1.36136
443,4,8.1,5.53333,3.26667,1.36136
444,4,10,5.53333,3.26667,1.36136
445,4,0.5,5.53333,5.53333,1.36136
446,4,2.4,5.53333,5.53333,1.36136
447,4,4.3,5.53333,5.53333,1.36136
448,4,6.2,5.53333,5.53333,1.36136
449,4,8.1,5.53333,5.53333,1.36136
450,4,10,5.53333,5.53333,1.36136
451,4,0.5,5.53333,7.8,1.36136
452,4,2.4,5.53333,7.8,1.36136
453,4,4.3,5.53333,7.8,1.36136
454,4,6.2,5.53333,7.8,1.36136
455,4,8.1,5.53333,7.8,1.36136
456,4,10,5.53333,7.8,1.36136
457,4,0.5,7.8,1,1.36136
458,4,2.4,7.8,1,1.36136
459,4,4.3,7.8,1,1.36136
460,4,6.2,7.8,1,1.36136
461,4,8.1,7.8,1,1.36136
462,4,10,7.8,1,1.36136
463,4,0.5,7.8,3.26667,1.36136
464,4,2.4,7.8,3.26667,1.36136
465,4,4.3,7.8,3.26667,1.36136
466,4,6.2,7.8,3.26667,1.36136
467,4,8.1,7.8,3.26667,1.36136
468,4,10,7.8,3.26667,1.36136
469,4,0.5,7.8,5.53333,1.36136
470,4,2.4,7.8,5.53333,1.36136
471,4,4.3,7.8,5.53333,1.36136
472,4,6.2,7.8,5.53333,1.36136
473,4,8.1,7.8,5.53333,1.36136
474,4,10,7.8,5.53333,1.36136
475,4,0.5,7.8,7.8,1.36136
476,4,2.4,7.8,7.8,1.36136
477,4,4.3,7.8,7.8,1.36136
478,4,6.2,7.8,7.8,1.36136
479,4,8.1,7.8,7.8,1.36136
480,4,10,7.8,7.8,1.36136
481,4,0.5,1,1,1.39626
482,4,2.4,1,1,1.39626
483,4,4.3,1,1,1.39626
484,4,6.2,1,1,1.39626
485,4,8.1,1,1,1.39626
486,4,10,1,1,1.39626
487,4,0.5,1,3.26667,1.39626
488,4,2.4,1,3.26667,1.39626
489,4,4.3,1,3.26667,1.39626
490,4,6.2,1,3.26667,1.39626
491,4,8.1,1,3.26667,1.39626
492,4,10,1,3.26667,1.39626
493,4,0.5,1,5.53333,1.39626
494,4,2.4,1,5.53333,1.39626
495,4,4.3,1,5.53333,1.39626
496,4,6.2,1,5.53333,1.39626
497,4,8.1,1,5.53333,1.39626
498,4,10,1,5.53333,1.39626
499,4,0.5,1,7.8,1.39626
500,4,2.4,1,7.8,1.39626
501,4,4.3,1,7.8,1.39626
502,4,6.2,1,7.8,1.39626
503,4,8.1,1,7.8,1.39626
504,4,10,1,7.8,1.39626
505,4,0.5,3.26667,1,1.39626
506,4,2.4,3.26667,1,1.39626
507,4,4.3,3.26667,1,1.39626
508,4,6.2,3.26667,1,1.39626
509,4,8.1,3.26667,1,1.39626
510,4,10,3.26667,1,1.39626
511,4,0.5,3.26667,3.26667,1.39626
512,4,2.4,3.26667,3.26667,1.39626
513,4,4.3,3.26667,3.26667,1.39626
514,4,6.2,3.26667,3.26667,1.39626
515,4,8.1,3.26667,3.26667,1.39626
516,4,10,3.26667,3.26667,1.39626
517,4,0.5,3.26667,5.53333,1.39626
518,4,2.4,3.26667,5.53333,1.39626
519,4,4.3,3.26667,5.53333,1.39626
520,4,6.2,3.26667,5.53333,1.39626
521,4,8.1,3.26667,5.53333,1.39626
522,4,10,3.26667,5.53333,1.39626
523,4,0.5,3.26667,7.8,1.39626
524,4,2.4,3.26667,7.8,1.39626
525,4,4.3,3.26667,7.8,1.39626
526,4,6.2,3.26667,7.8,1.39626
527,4,8.1,3.26667,7.8,1.39626
528,4,10,3.26667,7.8,1.39626
529,4,0.5,5.53333,1,1.39626
530,4,2.4,5.53333,1,1.39626
531,4,4.3,5.53333,1,1.39626
532,4,6.2,5.53333,1,1.39626
533,4,8.1,5.53333,1,1.39626
534,4,10,5.53333,1,1.39626
535,4,0.5,5.53333,3.26667,1.39626
536,4,2.4,5.53333,3.26667,1.39626
537,4,4.3,5.53333,3.26667,1.39626
538,4,6.2,5.53333,3.26667,1.39626
539,4,8.1,5.53333,3.26667,1.39626
540,4,10,5.53333,3.26667,1.39626
541,4,0.5,5.53333,5.53333,1.39626
542,4,2.4,5.53333,5.53333,1.39626
543,4,4.3,5.53333,5.53333,1.39626
544,4,6.2,5.53333,5.53333,1.39626
545,4,8.1,5.53333,5.53333,1.39626
546,4,10,5.53333,5.53333,1.39626
547,4,0.5,5.53333,7.8,1.39626
548,4,2.4,5.53333,7.8,1.39626
549,4,4.3,5.53333,7.8,1.39626
550,4,6.2,5.53333,7.8,1.39626
551,4,8.1,5.53333,7.8,1.39626
552,4,10,5.53333,7.8,1.39626
553,4,0.5,7.8,1,1.39626
554,4,2.4,7.8,1,1.39626
555,4,4.3,7.8,1,1.39626
556,4,6.2,7.8,1,1.39626
557,4,8.1,7.8,1,1.39626
558,4,10,7.8,1,1.39626
559,4,0.5,7.8,3.26667,1.39626
560,4,2.4,7.8,3.26667,1.39626
561,4,4.3,7.8,3.26667,1.39626
562,4,6.2,7.8,3.26667,1.39626
563,4,8.1,7.8,3.26667,1.39626
564,4,10,7.8,3.26667,1.39626
565,4,0.5,7.8,5.53333,1.39626
566,4,2.4,7.8,5.53333,1.39626
567,4,4.3,7.8,5.53333,1.39626
568,4,6.2,7.8,5.53333,1.39626
569,4,8.1,7.8,5.53333,1.39626
570,4,10,7.8,5.53333,1.39626
571,4,0.5,7.8,7.8,1.39626
572,4,2.4,7.8,7.8,1.39626
573,4,4.3,7.8,7.8,1.39626
574,4,6.2,7.8,7.8,1.39626
575,4,8.1,7.8,7.8,1.39626
576,4,10,7.8,7.8,1.39626
577,5,0.5,1,1,1.22173
578,5,2.4,1,1,1.22173
579,5,4.3,1,1,1.22173
580,5,6.2,1,1,1.22173
581,5,8.1,1,1,1.22173
582,5,10,1,1,1.22173
583,5,0.5,1,3.2,1.22173
584,5,2.4,1,3.2,1.22173
585,5,4.3,1,3.2,1.22173
586,5,6.2,1,3.2,1.22173
587,5,8.1,1,3.2,1.22173
588,5,10,1,3.2,1.22173
589,5,0.5,1,5.4,1.22173
590,5,2.4,1,5.4,1.22173
591,5,4.3,1,5.4,1.22173
592,5,6.2,1,5.4,1.22173
593,5,8.1,1,5.4,1.22173
594,5,10,1,5.4,1.22173
595,5,0.5,1,7.6,1.22173
596,5,2.4,1,7.6,1.22173
597,5,4.3,1,7.6,1.22173
598,5,6.2,1,7.6,1.22173
599,5,8.1,1,7.6,1.22173
600,5,10,1,7.6,1.22173
601,5,0.5,1,9.8,1.22173
602,5,2.4,1,9.8,1.22173
603,5,4.3,1,9.8,1.22173
604,5,6.2,1,9.8,1.22173
605,5,8.1,1,9.8,1.22173
606,5,10,1,9.8,1.22173
607,5,0.5,3.2,1,1.22173
608,5,2.4,3.2,1,1.22173
609,5,4.3,3.2,1,1.22173
610,5,6.2,3.2,1,1.22173
611,5,8.1,3.2,1,1.22173
612,5,10,3.2,1,1.22173
613,5,0.5,3.2,3.2,1.22173
614,5,2.4,3.2,3.2,1.22173
615,5,4.3,3.2,3.2,1.22173
616,5,6.2,3.2,3.2,1.22173
617,5,8.1,3.2,3.2,1.22173
618,5,10,3.2,3.2,1.22173
619,5,0.5,3.2,5.4,1.22173
620,5,2.4,3.2,5.4,1.22173
621,5,4.3,3.2,5.4,1.22173
622,5,6.2,3.2,5.4,1.22173
623,5,8.1,3.2,5.4,1.22173
624,5,10,3.2,5.4,1.22173
625,5,0.5,3.2,7.6,1.22173
626,5,2.4,3.2,7.6,1.22173
627,5,4.3,3.2,7.6,1.22173
628,5,6.2,3.2,7.6,1.22173
629,5,8.1,3.2,7.6,1.22173
630,5,10,3.2,7.6,1.22173
631,5,0.5,3.2,9.8,1.22173
632,5,2.4,3.2,9.8,1.22173
633,5,4.3,3.2,9.8,1.22173
634,5,6.2,3.2,9.8,1.22173
635,5,8.1,3.2,9.8,1.22173
636,5,10,3.2,9.8,1.22173
637,5,0.5,5.4,1,1.22173
638,5,2.4,5.4,1,1.22173
639,5,4.3,5.4,1,1.22173
640,5,6.2,5.4,1,1.22173
641,5,8.1,5.4,1,1.22173
642,5,10,5.4,1,1.22173
643,5,0.5,5.4,3.2,1.22173
644,5,2.4,5.4,3.2,1.22173
645,5,4.3,5.4,3.2,1.22173
646,5,6.2,5.4,3.2,1.22173
647,5,8.1,5.4,3.2,1.22173
648,5,10,5.4,3.2,1.22173
649,5,0.5,5.4,5.4,1.22173
650,5,2.4,5.4,5.4,1.22173
651,5,4.3,5.4,5.4,1.22173
652,5,6.2,5.4,5.4,1.22173
653,5,8.1,5.4,5.4,1.22173
654,5,10,5.4,5.4,1.22173
655,5,0.5,5.4,7.6,1.22173
656,5,2.4,5.4,7.6,1.22173
657,5,4.3,5.4,7.6,1.22173
658,5,6.2,5.4,7.6,1.22173
659,5,8.1,5.4,7.6,1.22173
660,5,10,5.4,7.6,1.22173
661,5,0.5,5.4,9.8,1.22173
662,5,2.4,5.4,9.8,1.22173
663,5,4.3,5.4,9.8,1.22173
664,5,6.2,5.4,9.8,1.22173
665,5,8.1,5.4,9.8,1.22173
666,5,10,5.4,9.8,1.22173
667,5,0.5,7.6,1,1.22173
668,5,2.4,7.6,1,1.22173
669,5,4.3,7.6,1,1.22173
670,5,6.2,7.6,1,1.22173
671,5,8.1,7.6,1,1.22173
672,5,10,7.6,1,1.22173
673,5,0.5,7.6,3.2,1.22173
674,5,2.4,7.6,3.2,1.22173
675,5,4.3,7.6,3.2,1.22173
676,5,6.2,7.6,3.2,1.22173
677,5,8.1,7.6,3.2,1.22173
678,5,10,7.6,3.2,1.22173
