3D Run ID,Shift,h,swA,swB,tet
679,5,0.5,7.6,5.4,1.22173
680,5,2.4,7.6,5.4,1.22173
681,5,4.3,7.6,5.4,1.22173
682,5,6.2,7.6,5.4,1.22173
683,5,8.1,7.6,5.4,1.22173
684,5,10,7.6,5.4,1.22173
685,5,0.5,7.6,7.6,1.22173
686,5,2.4,7.6,7.6,1.22173
687,5,4.3,7.6,7.6,1.22173
688,5,6.2,7.6,7.6,1.22173
689,5,8.1,7.6,7.6,1.22173
690,5,10,7.6,7.6,1.22173
691,5,0.5,7.6,9.8,1.22173
692,5,2.4,7.6,9.8,1.22173
693,5,4.3,7.6,9.8,1.22173
694,5,6.2,7.6,9.8,1.22173
695,5,8.1,7.6,9.8,1.22173
696,5,10,7.6,9.8,1.22173
697,5,0.5,9.8,1,1.22173
698,5,2.4,9.8,1,1.22173
699,5,4.3,9.8,1,1.22173
700,5,6.2,9.8,1,1.22173
701,5,8.1,9.8,1,1.22173
702,5,10,9.8,1,1.22173
703,5,0.5,9.8,3.2,1.22173
704,5,2.4,9.8,3.2,1.22173
705,5,4.3,9.8,3.2,1.22173
706,5,6.2,9.8,3.2,1.22173
707,5,8.1,9.8,3.2,1.22173
708,5,10,9.8,3.2,1.22173
709,5,0.5,9.8,5.4,1.22173
710,5,2.4,9.8,5.4,1.22173
711,5,4.3,9.8,5.4,1.22173
712,5,6.2,9.8,5.4,1.22173
713,5,8.1,9.8,5.4,1.22173
714,5,10,9.8,5.4,1.22173
715,5,0.5,9.8,7.6,1.22173
716,5,2.4,9.8,7.6,1.22173
717,5,4.3,9.8,7.6,1.22173
718,5,6.2,9.8,7.6,1.22173
719,5,8.1,9.8,7.6,1.22173
720,5,10,9.8,7.6,1.22173
721,5,0.5,9.8,9.8,1.22173
722,5,2.4,9.8,9.8,1.22173
723,5,4.3,9.8,9.8,1.22173
724,5,6.2,9.8,9.8,1.22173
725,5,8.1,9.8,9.8,1.22173
726,5,10,9.8,9.8,1.22173
727,5,0.5,1,1,1.25664
728,5,2.4,1,1,1.25664
729,5,4.3,1,1,1.25664
730,5,6.2,1,1,1.25664
731,5,8.1,1,1,1.25664
732,5,10,1,1,1.25664
733,5,0.5,1,3.2,1.25664
734,5,2.4,1,3.2,1.25664
735,5,4.3,1,3.2,1.25664
736,5,6.2,1,3.2,1.25664
737,5,8.1,1,3.2,1.25664
738,5,10,1,3.2,1.25664
739,5,0.5,1,5.4,1.25664
740,5,2.4,1,5.4,1.25664
741,5,4.3,1,5.4,1.25664
742,5,6.2,1,5.4,1.25664
743,5,8.1,1,5.4,1.25664
744,5,10,1,5.4,1.25664
745,5,0.5,1,7.6,1.25664
746,5,2.4,1,7.6,1.25664
747,5,4.3,1,7.6,1.25664
748,5,6.2,1,7.6,1.25664
749,5,8.1,1,7.6,1.25664
750,5,10,1,7.6,1.25664
751,5,0.5,1,9.8,1.25664
752,5,2.4,1,9.8,1.25664
753,5,4.3,1,9.8,1.25664
754,5,6.2,1,9.8,1.25664
755,5,8.1,1,9.8,1.25664
756,5,10,1,9.8,1.25664
757,5,0.5,3.2,1,1.25664
758,5,2.4,3.2,1,1.25664
759,5,4.3,3.2,1,1.25664
760,5,6.2,3.2,1,1.25664
761,5,8.1,3.2,1,1.25664
762,5,10,3.2,1,1.25664
763,5,0.5,3.2,3.2,1.25664
764,5,2.4,3.2,3.2,1.25664
765,5,4.3,3.2,3.2,1.25664
766,5,6.2,3.2,3.2,1.25664
767,5,8.1,3.2,3.2,1.25664
768,5,10,3.2,3.2,1.25664
769,5,0.5,3.2,5.4,1.25664
770,5,2.4,3.2,5.4,1.25664
771,5,4.3,3.2,5.4,1.25664
772,5,6.2,3.2,5.4,1.25664
773,5,8.1,3.2,5.4,1.25664
774,5,10,3.2,5.4,1.25664
775,5,0.5,3.2,7.6,1.25664
776,5,2.4,3.2,7.6,1.25664
777,5,4.3,3.2,7.6,1.25664
778,5,6.2,3.2,7.6,1.25664
779,5,8.1,3.2,7.6,1.25664
780,5,10,3.2,7.6,1.25664
781,5,0.5,3.2,9.8,1.25664
782,5,2.4,3.2,9.8,1.25664
783,5,4.3,3.2,9.8,1.25664
784,5,6.2,3.2,9.8,1.25664
785,5,8.1,3.2,9.8,1.25664
786,5,10,3.2,9.8,1.25664
787,5,0.5,5.4,1,1.25664
788,5,2.4,5.4,1,1.25664
789,5,4.3,5.4,1,1.25664
790,5,6.2,5.4,1,1.25664
791,5,8.1,5.4,1,1.25664
792,5,10,5.4,1,1.25664
793,5,0.5,5.4,3.2,1.25664
794,5,2.4,5.4,3.2,1.25664
795,5,4.3,5.4,3.2,1.25664
796,5,6.2,5.4,3.2,1.25664
797,5,8.1,5.4,3.2,1.25664
798,5,10,5.4,3.2,1.25664
799,5,0.5,5.4,5.4,1.25664
800,5,2.4,5.4,5.4,1.25664
801,5,4.3,5.4,5.4,1.25664
802,5,6.2,5.4,5.4,1.25664
803,5,8.1,5.4,5.4,1.25664
804,5,10,5.4,5.4,1.25664
805,5,0.5,5.4,7.6,1.25664
806,5,2.4,5.4,7.6,1.25664
807,5,4.3,5.4,7.6,1.25664
808,5,6.2,5.4,7.6,1.25664
809,5,8.1,5.4,7.6,1.25664
810,5,10,5.4,7.6,1.25664
811,5,0.5,5.4,9.8,1.25664
812,5,2.4,5.4,9.8,1.25664
813,5,4.3,5.4,9.8,1.25664
814,5,6.2,5.4,9.8,1.25664
815,5,8.1,5.4,9.8,1.25664
816,5,10,5.4,9.8,1.25664
817,5,0.5,7.6,1,1.25664
818,5,2.4,7.6,1,1.25664
819,5,4.3,7.6,1,1.25664
820,5,6.2,7.6,1,1.25664
821,5,8.1,7.6,1,1.25664
822,5,10,7.6,1,1.25664
823,5,0.5,7.6,3.2,1.25664
824,5,2.4,7.6,3.2,1.25664
825,5,4.3,7.6,3.2,1.25664
826,5,6.2,7.6,3.2,1.25664
827,5,8.1,7.6,3.2,1.25664
828,5,10,7.6,3.2,1.25664
829,5,0.5,7.6,5.4,1.25664
830,5,2.4,7.6,5.4,1.25664
831,5,4.3,7.6,5.4,1.25664
832,5,6.2,7.6,5.4,1.25664
833,5,8.1,7.6,5.4,1.25664
834,5,10,7.6,5.4,1.25664
835,5,0.5,7.6,7.6,1.25664
836,5,2.4,7.6,7.6,1.25664
837,5,4.3,7.6,7.6,1.25664
838,5,6.2,7.6,7.6,1.25664
839,5,8.1,7.6,7.6,1.25664
840,5,10,7.6,7.6,1.25664
841,5,0.5,7.6,9.8,1.25664
842,5,2.4,7.6,9.8,1.25664
843,5,4.3,7.6,9.8,1.25664
844,5,6.2,7.6,9.8,1.25664
845,5,8.1,7.6,9.8,1.25664
846,5,10,7.6,9.8,1.25664
847,5,0.5,9.8,1,1.25664
848,5,2.4,9.8,1,1.25664
849,5,4.3,9.8,1,1.25664
850,5,6.2,9.8,1,1.25664
851,5,8.1,9.8,1,1.25664
852,5,10,9.8,1,1.25664
853,5,0.5,9.8,3.2,1.25664
854,5,2.4,9.8,3.2,1.25664
855,5,4.3,9.8,3.2,1.25664
856,5,6.2,9.8,3.2,1.25664
857,5,8.1,9.8,3.2,1.25664
858,5,10,9.8,3.2,1.25664
859,5,0.5,9.8,5.4,1.25664
860,5,2.4,9.8,5.4,1.25664
861,5,4.3,9.8,5.4,1.25664
862,5,6.2,9.8,5.4,1.25664
863,5,8.1,9.8,5.4,1.25664
864,5,10,9.8,5.4,1.25664
865,5,0.5,9.8,7.6,1.25664
866,5,2.4,9.8,7.6,1.25664
867,5,4.3,9.8,7.6,1.25664
868,5,6.2,9.8,7.6,1.25664
869,5,8.1,9.8,7.6,1.25664
870,5,10,9.8,7.6,1.25664
871,5,0.5,9.8,9.8,1.25664
872,5,2.4,9.8,9.8,1.25664
873,5,4.3,9.8,9.8,1.25664
874,5,6.2,9.8,9.8,1.25664
875,5,8.1,9.8,9.8,1.25664
876,5,10,9.8,9.8,1.25664
877,5,0.5,1,1,1.29154
878,5,2.4,1,1,1.29154
879,5,4.3,1,1,1.29154
880,5,6.2,1,1,1.29154
881,5,8.1,1,1,1.29154
882,5,10,1,1,1.29154
883,5,0.5,1,3.2,1.29154
884,5,2.4,1,3.2,1.29154
885,5,4.3,1,3.2,1.29154
886,5,6.2,1,3.2,1.29154
887,5,8.1,1,3.2,1.29154
888,5,10,1,3.2,1.29154
889,5,0.5,1,5.4,1.29154
890,5,2.4,1,5.4,1.29154
891,5,4.3,1,5.4,1.29154
892,5,6.2,1,5.4,1.29154
893,5,8.1,1,5.4,1.29154
894,5,10,1,5.4,1.29154
895,5,0.5,1,7.6,1.29154
896,5,2.4,1,7.6,1.29154
897,5,4.3,1,7.6,1.29154
898,5,6.2,1,7.6,1.29154
899,5,8.1,1,7.6,1.29154
900,5,10,1,7.6,1.29154
901,5,0.5,1,9.8,1.29154
902,5,2.4,1,9.8,1.29154
903,5,4.3,1,9.8,1.29154
904,5,6.2,1,9.8,1.29154
905,5,8.1,1,9.8,1.29154
906,5,10,1,9.8,1.29154
907,5,0.5,3.2,1,1.29154
908,5,2.4,3.2,1,1.29154
909,5,4.3,3.2,1,1.29154
910,5,6.2,3.2,1,1.29154
911,5,8.1,3.2,1,1.29154
912,5,10,3.2,1,1.29154
913,5,0.5,3.2,3.2,1.29154
914,5,2.4,3.2,3.2,1.29154
915,5,4.3,3.2,3.2,1.29154
916,5,6.2,3.2,3.2,1.29154
917,5,8.1,3.2,3.2,1.29154
918,5,10,3.2,3.2,1.29154
919,5,0.5,3.2,5.4,1.29154
920,5,2.4,3.2,5.4,1.29154
921,5,4.3,3.2,5.4,1.29154
922,5,6.2,3.2,5.4,1.29154
923,5,8.1,3.2,5.4,1.29154
924,5,10,3.2,5.4,1.29154
925,5,0.5,3.2,7.6,1.29154
926,5,2.4,3.2,7.6,1.29154
927,5,4.3,3.2,7.6,1.29154
928,5,6.2,3.2,7.6,1.29154
929,5,8.1,3.2,7.6,1.29154
930,5,10,3.2,7.6,1.29154
931,5,0.5,3.2,9.8,1.29154
932,5,2.4,3.2,9.8,1.29154
933,5,4.3,3.2,9.8,1.29154
934,5,6.2,3.2,9.8,1.29154
935,5,8.1,3.2,9.8,1.29154
936,5,10,3.2,9.8,1.29154
937,5,0.5,5.4,1,1.29154
938,5,2.4,5.4,1,1.29154
939,5,4.3,5.4,1,1.29154
940,5,6.2,5.4,1,1.29154
941,5,8.1,5.4,1,1.29154
942,5,10,5.4,1,1.29154
943,5,0.5,5.4,3.2,1.29154
944,5,2.4,5.4,3.2,1.29154
945,5,4.3,5.4,3.2,1.29154
946,5,6.2,5.4,3.2,1.29154
947,5,8.1,5.4,3.2,1.29154
948,5,10,5.4,3.2,1.29154
949,5,0.5,5.4,5.4,1.29154
950,5,2.4,5.4,5.4,1.29154
951,5,4.3,5.4,5.4,1.29154
952,5,6.2,5.4,5.4,1.29154
953,5,8.1,5.4,5.4,1.29154
954,5,10,5.4,5.4,1.29154
955,5,0.5,5.4,7.6,1.29154
956,5,2.4,5.4,7.6,1.29154
957,5,4.3,5.4,7.6,1.29154
958,5,6.2,5.4,7.6,1.29154
959,5,8.1,5.4,7.6,1.29154
960,5,10,5.4,7.6,1.29154
961,5,0.5,5.4,9.8,1.29154
962,5,2.4,5.4,9.8,1.29154
963,5,4.3,5.4,9.8,1.29154
964,5,6.2,5.4,9.8,1.29154
965,5,8.1,5.4,9.8,1.29154
966,5,10,5.4,9.8,1.29154
967,5,0.5,7.6,1,1.29154
968,5,2.4,7.6,1,1.29154
969,5,4.3,7.6,1,1.29154
970,5,6.2,7.6,1,1.29154
971,5,8.1,7.6,1,1.29154
972,5,10,7.6,1,1.29154
973,5,0.5,7.6,3.2,1.29154
974,5,2.4,7.6,3.2,1.29154
975,5,4.3,7.6,3.2,1.29154
976,5,6.2,7.6,3.2,1.29154
977,5,8.1,7.6,3.2,1.29154
978,5,10,7.6,3.2,1.29154
979,5,0.5,7.6,5.4,1.29154
980,5,2.4,7.6,5.4,1.29154
981,5,4.3,7.6,5.4,1.29154
982,5,6.2,7.6,5.4,1.29154
983,5,8.1,7.6,5.4,1.29154
984,5,10,7.6,5.4,1.29154
985,5,0.5,7.6,7.6,1.29154
986,5,2.4,7.6,7.6,1.29154
987,5,4.3,7.6,7.6,1.29154
988,5,6.2,7.6,7.6,1.29154
989,5,8.1,7.6,7.6,1.29154
990,5,10,7.6,7.6,1.29154
991,5,0.5,7.6,9.8,1.29154
992,5,2.4,7.6,9.8,1.29154
993,5,4.3,7.6,9.8,1.29154
994,5,6.2,7.6,9.8,1.29154
995,5,8.1,7.6,9.8,1.29154
996,5,10,7.6,9.8,1.29154
997,5,0.5,9.8,1,1.29154
998,5,2.4,9.8,1,1.29154
999,5,4.3,9.8,1,1.29154
1000,5,6.2,9.8,1,1.29154
1001,5,8.1,9.8,1,1.29154
1002,5,10,9.8,1,1.29154
1003,5,0.5,9.8,3.2,1.29154
1004,5,2.4,9.8,3.2,1.29154
1005,5,4.3,9.8,3.2,1.29154
1006,5,6.2,9.8,3.2,1.29154
1007,5,8.1,9.8,3.2,1.29154
1008,5,10,9.8,3.2,1.29154
1009,5,0.5,9.8,5.4,1.29154
1010,5,2.4,9.8,5.4,1.29154
1011,5,4.3,9.8,5.4,1.29154
1012,5,6.2,9.8,5.4,1.29154
1013,5,8.1,9.8,5.4,1.29154
1014,5,10,9.8,5.4,1.29154
1015,5,0.5,9.8,7.6,1.29154
1016,5,2.4,9.8,7.6,1.29154
1017,5,4.3,9.8,7.6,1.29154
1018,5,6.2,9.8,7.6,1.29154
1019,5,8.1,9.8,7.6,1.29154
1020,5,10,9.8,7.6,1.29154
1021,5,0.5,9.8,9.8,1.29154
1022,5,2.4,9.8,9.8,1.29154
1023,5,4.3,9.8,9.8,1.29154
1024,5,6.2,9.8,9.8,1.29154
1025,5,8.1,9.8,9.8,1.29154
1026,5,10,9.8,9.8,1.29154
1027,5,0.5,1,1,1.32645
1028,5,2.4,1,1,1.32645
1029,5,4.3,1,1,1.32645
1030,5,6.2,1,1,1.32645
1031,5,8.1,1,1,1.32645
1032,5,10,1,1,1.32645
1033,5,0.5,1,3.2,1.32645
1034,5,2.4,1,3.2,1.32645
1035,5,4.3,1,3.2,1.32645
1036,5,6.2,1,3.2,1.32645
1037,5,8.1,1,3.2,1.32645
1038,5,10,1,3.2,1.32645
1039,5,0.5,1,5.4,1.32645
1040,5,2.4,1,5.4,1.32645
1041,5,4.3,1,5.4,1.32645
1042,5,6.2,1,5.4,1.32645
1043,5,8.1,1,5.4,1.32645
1044,5,10,1,5.4,1.32645
1045,5,0.5,1,7.6,1.32645
1046,5,2.4,1,7.6,1.32645
1047,5,4.3,1,7.6,1.32645
1048,5,6.2,1,7.6,1.32645
1049,5,8.1,1,7.6,1.32645
1050,5,10,1,7.6,1.32645
1051,5,0.5,1,9.8,1.32645
1052,5,2.4,1,9.8,1.32645
1053,5,4.3,1,9.8,1.32645
1054,5,6.2,1,9.8,1.32645
1055,5,8.1,1,9.8,1.32645
1056,5,10,1,9.8,1.32645
1057,5,0.5,3.2,1,1.32645
1058,5,2.4,3.2,1,1.32645
1059,5,4.3,3.2,1,1.32645
1060,5,6.2,3.2,1,1.32645
1061,5,8.1,3.2,1,1.32645
1062,5,10,3.2,1,1.32645
1063,5,0.5,3.2,3.2,1.32645
1064,5,2.4,3.2,3.2,1.32645
1065,5,4.3,3.2,3.2,1.32645
1066,5,6.2,3.2,3.2,1.32645
1067,5,8.1,3.2,3.2,1.32645
1068,5,10,3.2,3.2,1.32645
1069,5,0.5,3.2,5.4,1.32645
1070,5,2.4,3.2,5.4,1.32645
1071,5,4.3,3.2,5.4,1.32645
1072,5,6.2,3.2,5.4,1.32645
1073,5,8.1,3.2,5.4,1.32645
1074,5,10,3.2,5.4,1.32645
1075,5,0.5,3.2,7.6,1.32645
1076,5,2.4,3.2,7.6,1.32645
1077,5,4.3,3.2,7.6,1.32645
1078,5,6.2,3.2,7.6,1.32645
1079,5,8.1,3.2,7.6,1.32645
1080,5,10,3.2,7.6,1.32645
1081,5,0.5,3.2,9.8,1.32645
1082,5,2.4,3.2,9.8,1.32645
1083,5,4.3,3.2,9.8,1.32645
1084,5,6.2,3.2,9.8,1.32645
1085,5,8.1,3.2,9.8,1.32645
1086,5,10,3.2,9.8,1.32645
1087,5,0.5,5.4,1,1.32645
1088,5,2.4,5.4,1,1.32645
1089,5,4.3,5.4,1,1.32645
1090,5,6.2,5.4,1,1.32645
1091,5,8.1,5.4,1,1.32645
1092,5,10,5.4,1,1.32645
1093,5,0.5,5.4,3.2,1.32645
1094,5,2.4,5.4,3.2,1.32645
1095,5,4.3,5.4,3.2,1.32645
1096,5,6.2,5.4,3.2,1.32645
1097,5,8.1,5.4,3.2,1.32645
1098,5,10,5.4,3.2,1.32645
1099,5,0.5,5.4,5.4,1.32645
1100,5,2.4,5.4,5.4,1.32645
1101,5,4.3,5.4,5.4,1.32645
1102,5,6.2,5.4,5.4,1.32645
1103,5,8.1,5.4,5.4,1.32645
1104,5,10,5.4,5.4,1.32645
1105,5,0.5,5.4,7.6,1.32645
1106,5,2.4,5.4,7.6,1.32645
1107,5,4.3,5.4,7.6,1.32645
1108,5,6.2,5.4,7.6,1.32645
1109,5,8.1,5.4,7.6,1.32645
1110,5,10,5.4,7.6,1.32645
1111,5,0.5,5.4,9.8,1.32645
1112,5,2.4,5.4,9.8,1.32645
1113,5,4.3,5.4,9.8,1.32645
1114,5,6.2,5.4,9.8,1.32645
1115,5,8.1,5.4,9.8,1.32645
1116,5,10,5.4,9.8,1.32645
1117,5,0.5,7.6,1,1.32645
1118,5,2.4,7.6,1,1.32645
1119,5,4.3,7.6,1,1.32645
1120,5,6.2,7.6,1,1.32645
1121,5,8.1,7.6,1,1.32645
1122,5,10,7.6,1,1.32645
1123,5,0.5,7.6,3.2,1.32645
1124,5,2.4,7.6,3.2,1.32645
1125,5,4.3,7.6,3.2,1.32645
1126,5,6.2,7.6,3.2,1.32645
1127,5,8.1,7.6,3.2,1.32645
1128,5,10,7.6,3.2,1.32645
1129,5,0.5,7.6,5.4,1.32645
1130,5,2.4,7.6,5.4,1.32645
1131,5,4.3,7.6,5.4,1.32645
1132,5,6.2,7.6,5.4,1.32645
1133,5,8.1,7.6,5.4,1.32645
1134,5,10,7.6,5.4,1.32645
1135,5,0.5,7.6,7.6,1.32645
1136,5,2.4,7.6,7.6,1.32645
1137,5,4.3,7.6,7.6,1.32645
1138,5,6.2,7.6,7.6,1.32645
1139,5,8.1,7.6,7.6,1.32645
1140,5,10,7.6,7.6,1.32645
1141,5,0.5,7.6,9.8,1.32645
1142,5,2.4,7.6,9.8,1.32645
1143,5,4.3,7.6,9.8,1.32645
1144,5,6.2,7.6,9.8,1.32645
1145,5,8.1,7.6,9.8,1.32645
1146,5,10,7.6,9.8,1.32645
1147,5,0.5,9.8,1,1.32645
1148,5,2.4,9.8,1,1.32645
1149,5,4.3,9.8,1,1.32645
1150,5,6.2,9.8,1,1.32645
1151,5,8.1,9.8,1,1.32645
1152,5,10,9.8,1,1.32645
1153,5,0.5,9.8,3.2,1.32645
1154,5,2.4,9.8,3.2,1.32645
1155,5,4.3,9.8,3.2,1.32645
1156,5,6.2,9.8,3.2,1.32645
1157,5,8.1,9.8,3.2,1.32645
1158,5,10,9.8,3.2,1.32645
1159,5,0.5,9.8,5.4,1.32645
1160,5,2.4,9.8,5.4,1.32645
1161,5,4.3,9.8,5.4,1.32645
1162,5,6.2,9.8,5.4,1.32645
1163,5,8.1,9.8,5.4,1.32645
1164,5,10,9.8,5.4,1.32645
1165,5,0.5,9.8,7.6,1.32645
1166,5,2.4,9.8,7.6,1.32645
1167,5,4.3,9.8,7.6,1.32645
1168,5,6.2,9.8,7.6,1.32645
1169,5,8.1,9.8,7.6,1.32645
1170,5,10,9.8,7.6,1.32645
1171,5,0.5,9.8,9.8,1.32645
1172,5,2.4,9.8,9.8,1.32645
1173,5,4.3,9.8,9.8,1.32645
1174,5,6.2,9.8,9.8,1.32645
1175,5,8.1,9.8,9.8,1.32645
1176,5,10,9.8,9.8,1.32645
1177,5,0.5,1,1,1.36136
1178,5,2.4,1,1,1.36136
1179,5,4.3,1,1,1.36136
1180,5,6.2,1,1,1.36136
1181,5,8.1,1,1,1.36136
1182,5,10,1,1,1.36136
1183,5,0.5,1,3.2,1.36136
1184,5,2.4,1,3.2,1.36136
1185,5,4.3,1,3.2,1.36136
1186,5,6.2,1,3.2,1.36136
1187,5,8.1,1,3.2,1.36136
1188,5,10,1,3.2,1.36136
1189,5,0.5,1,5.4,1.36136
1190,5,2.4,1,5.4,1.36136
1191,5,4.3,1,5.4,1.36136
1192,5,6.2,1,5.4,1.36136
1193,5,8.1,1,5.4,1.36136
1194,5,10,1,5.4,1.36136
1195,5,0.5,1,7.6,1.36136
1196,5,2.4,1,7.6,1.36136
1197,5,4.3,1,7.6,1.36136
1198,5,6.2,1,7.6,1.36136
1199,5,8.1,1,7.6,1.36136
1200,5,10,1,7.6,1.36136
1201,5,0.5,1,9.8,1.36136
1202,5,2.4,1,9.8,1.36136
1203,5,4.3,1,9.8,1.36136
1204,5,6.2,1,9.8,1.36136
1205,5,8.1,1,9.8,1.36136
1206,5,10,1,9.8,1.36136
1207,5,0.5,3.2,1,1.36136
1208,5,2.4,3.2,1,1.36136
1209,5,4.3,3.2,1,1.36136
1210,5,6.2,3.2,1,1.36136
1211,5,8.1,3.2,1,1.36136
1212,5,10,3.2,1,1.36136
1213,5,0.5,3.2,3.2,1.36136
1214,5,2.4,3.2,3.2,1.36136
1215,5,4.3,3.2,3.2,1.36136
1216,5,6.2,3.2,3.2,1.36136
1217,5,8.1,3.2,3.2,1.36136
1218,5,10,3.2,3.2,1.36136
1219,5,0.5,3.2,5.4,1.36136
1220,5,2.4,3.2,5.4,1.36136
1221,5,4.3,3.2,5.4,1.36136
1222,5,6.2,3.2,5.4,1.36136
1223,5,8.1,3.2,5.4,1.36136
1224,5,10,3.2,5.4,1.36136
1225,5,0.5,3.2,7.6,1.36136
1226,5,2.4,3.2,7.6,1.36136
1227,5,4.3,3.2,7.6,1.36136
1228,5,6.2,3.2,7.6,1.36136
1229,5,8.1,3.2,7.6,1.36136
1230,5,10,3.2,7.6,1.36136
1231,5,0.5,3.2,9.8,1.36136
1232,5,2.4,3.2,9.8,1.36136
1233,5,4.3,3.2,9.8,1.36136
1234,5,6.2,3.2,9.8,1.36136
1235,5,8.1,3.2,9.8,1.36136
1236,5,10,3.2,9.8,1.36136
1237,5,0.5,5.4,1,1.36136
1238,5,2.4,5.4,1,1.36136
1239,5,4.3,5.4,1,1.36136
1240,5,6.2,5.4,1,1.36136
1241,5,8.1,5.4,1,1.36136
1242,5,10,5.4,1,1.36136
1243,5,0.5,5.4,3.2,1.36136
1244,5,2.4,5.4,3.2,1.36136
1245,5,4.3,5.4,3.2,1.36136
1246,5,6.2,5.4,3.2,1.36136
1247,5,8.1,5.4,3.2,1.36136
1248,5,10,5.4,3.2,1.36136
1249,5,0.5,5.4,5.4,1.36136
1250,5,2.4,5.4,5.4,1.36136
1251,5,4.3,5.4,5.4,1.36136
1252,5,6.2,5.4,5.4,1.36136
1253,5,8.1,5.4,5.4,1.36136
1254,5,10,5.4,5.4,1.36136
1255,5,0.5,5.4,7.6,1.36136
1256,5,2.4,5.4,7.6,1.36136
1257,5,4.3,5.4,7.6,1.36136
1258,5,6.2,5.4,7.6,1.36136
1259,5,8.1,5.4,7.6,1.36136
1260,5,10,5.4,7.6,1.36136
1261,5,0.5,5.4,9.8,1.36136
1262,5,2.4,5.4,9.8,1.36136
1263,5,4.3,5.4,9.8,1.36136
1264,5,6.2,5.4,9.8,1.36136
1265,5,8.1,5.4,9.8,1.36136
1266,5,10,5.4,9.8,1.36136
1267,5,0.5,7.6,1,1.36136
1268,5,2.4,7.6,1,1.36136
1269,5,4.3,7.6,1,1.36136
1270,5,6.2,7.6,1,1.36136
1271,5,8.1,7.6,1,1.36136
1272,5,10,7.6,1,1.36136
1273,5,0.5,7.6,3.2,1.36136
1274,5,2.4,7.6,3.2,1.36136
1275,5,4.3,7.6,3.2,1.36136
1276,5,6.2,7.6,3.2,1.36136
1277,5,8.1,7.6,3.2,1.36136
1278,5,10,7.6,3.2,1.36136
1279,5,0.5,7.6,5.4,1.36136
1280,5,2.4,7.6,5.4,1.36136
1281,5,4.3,7.6,5.4,1.36136
1282,5,6.2,7.6,5.4,1.36136
1283,5,8.1,7.6,5.4,1.36136
1284,5,10,7.6,5.4,1.36136
1285,5,0.5,7.6,7.6,1.36136
1286,5,2.4,7.6,7.6,1.36136
1287,5,4.3,7.6,7.6,1.36136
1288,5,6.2,7.6,7.6,1.36136
1289,5,8.1,7.6,7.6,1.36136
1290,5,10,7.6,7.6,1.36136
1291,5,0.5,7.6,9.8,1.36136
1292,5,2.4,7.6,9.8,1.36136
1293,5,4.3,7.6,9.8,1.36136
1294,5,6.2,7.6,9.8,1.36136
1295,5,8.1,7.6,9.8,1.36136
1296,5,10,7.6,9.8,1.36136
1297,5,0.5,9.8,1,1.36136
1298,5,2.4,9.8,1,1.36136
1299,5,4.3,9.8,1,1.36136
1300,5,6.2,9.8,1,1.36136
1301,5,8.1,9.8,1,1.36136
1302,5,10,9.8,1,1.36136
1303,5,0.5,9.8,3.2,1.36136
1304,5,2.4,9.8,3.2,1.36136
1305,5,4.3,9.8,3.2,1.36136
1306,5,6.2,9.8,3.2,1.36136
1307,5,8.1,9.8,3.2,1.36136
1308,5,10,9.8,3.2,1.36136
1309,5,0.5,9.8,5.4,1.36136
1310,5,2.4,9.8,5.4,1.36136
1311,5,4.3,9.8,5.4,1.36136
1312,5,6.2,9.8,5.4,1.36136
1313,5,8.1,9.8,5.4,1.36136
1314,5,10,9.8,5.4,1.36136
1315,5,0.5,9.8,7.6,1.36136
1316,5,2.4,9.8,7.6,1.36136
1317,5,4.3,9.8,7.6,1.36136
1318,5,6.2,9.8,7.6,1.36136
1319,5,8.1,9.8,7.6,1.36136
1320,5,10,9.8,7.6,1.36136
1321,5,0.5,9.8,9.8,1.36136
1322,5,2.4,9.8,9.8,1.36136
1323,5,4.3,9.8,9.8,1.36136
1324,5,6.2,9.8,9.8,1.36136
1325,5,8.1,9.8,9.8,1.36136
1326,5,10,9.8,9.8,1.36136
1327,5,0.5,1,1,1.39626
1328,5,2.4,1,1,1.39626
1329,5,4.3,1,1,1.39626
1330,5,6.2,1,1,1.39626
1331,5,8.1,1,1,1.39626
1332,5,10,1,1,1.39626
1333,5,0.5,1,3.2,1.39626
1334,5,2.4,1,3.2,1.39626
1335,5,4.3,1,3.2,1.39626
1336,5,6.2,1,3.2,1.39626
1337,5,8.1,1,3.2,1.39626
1338,5,10,1,3.2,1.39626
1339,5,0.5,1,5.4,1.39626
1340,5,2.4,1,5.4,1.39626
1341,5,4.3,1,5.4,1.39626
1342,5,6.2,1,5.4,1.39626
1343,5,8.1,1,5.4,1.39626
1344,5,10,1,5.4,1.39626
1345,5,0.5,1,7.6,1.39626
1346,5,2.4,1,7.6,1.39626
1347,5,4.3,1,7.6,1.39626
1348,5,6.2,1,7.6,1.39626
1349,5,8.1,1,7.6,1.39626
1350,5,10,1,7.6,1.39626
1351,5,0.5,1,9.8,1.39626
1352,5,2.4,1,9.8,1.39626
1353,5,4.3,1,9.8,1.39626
1354,5,6.2,1,9.8,1.39626
1355,5,8.1,1,9.8,1.39626
1356,5,10,1,9.8,1.39626
1357,5,0.5,3.2,1,1.39626
1358,5,2.4,3.2,1,1.39626
1359,5,4.3,3.2,1,1.39626
1360,5,6.2,3.2,1,1.39626
1361,5,8.1,3.2,1,1.39626
1362,5,10,3.2,1,1.39626
1363,5,0.5,3.2,3.2,1.39626
1364,5,2.4,3.2,3.2,1.39626
