3D Run ID,Shift,swA,swB,tet
6607,6.5,11.1143,1,1.36136
6608,6.5,11.1143,1.84286,1.36136
6609,6.5,11.1143,2.68571,1.36136
6610,6.5,11.1143,3.52857,1.36136
6611,6.5,11.1143,4.37143,1.36136
6612,6.5,11.1143,5.21429,1.36136
6613,6.5,11.1143,6.05714,1.36136
6614,6.5,11.1143,6.9,1.36136
6615,6.5,11.1143,7.74286,1.36136
6616,6.5,11.1143,8.58571,1.36136
6617,6.5,11.1143,9.42857,1.36136
6618,6.5,11.1143,10.2714,1.36136
6619,6.5,11.1143,11.1143,1.36136
6620,6.5,11.1143,11.9571,1.36136
6621,6.5,11.1143,12.8,1.36136
6622,6.5,11.9571,1,1.36136
6623,6.5,11.9571,1.84286,1.36136
6624,6.5,11.9571,2.68571,1.36136
6625,6.5,11.9571,3.52857,1.36136
6626,6.5,11.9571,4.37143,1.36136
6627,6.5,11.9571,5.21429,1.36136
6628,6.5,11.9571,6.05714,1.36136
6629,6.5,11.9571,6.9,1.36136
6630,6.5,11.9571,7.74286,1.36136
6631,6.5,11.9571,8.58571,1.36136
6632,6.5,11.9571,9.42857,1.36136
6633,6.5,11.9571,10.2714,1.36136
6634,6.5,11.9571,11.1143,1.36136
6635,6.5,11.9571,11.9571,1.36136
6636,6.5,11.9571,12.8,1.36136
6637,6.5,12.8,1,1.36136
6638,6.5,12.8,1.84286,1.36136
6639,6.5,12.8,2.68571,1.36136
6640,6.5,12.8,3.52857,1.36136
6641,6.5,12.8,4.37143,1.36136
6642,6.5,12.8,5.21429,1.36136
6643,6.5,12.8,6.05714,1.36136
6644,6.5,12.8,6.9,1.36136
6645,6.5,12.8,7.74286,1.36136
6646,6.5,12.8,8.58571,1.36136
6647,6.5,12.8,9.42857,1.36136
6648,6.5,12.8,10.2714,1.36136
6649,6.5,12.8,11.1143,1.36136
6650,6.5,12.8,11.9571,1.36136
6651,6.5,12.8,12.8,1.36136
6652,6.5,1,1,1.39626
6653,6.5,1,1.84286,1.39626
6654,6.5,1,2.68571,1.39626
6655,6.5,1,3.52857,1.39626
6656,6.5,1,4.37143,1.39626
6657,6.5,1,5.21429,1.39626
6658,6.5,1,6.05714,1.39626
6659,6.5,1,6.9,1.39626
6660,6.5,1,7.74286,1.39626
6661,6.5,1,8.58571,1.39626
6662,6.5,1,9.42857,1.39626
6663,6.5,1,10.2714,1.39626
6664,6.5,1,11.1143,1.39626
6665,6.5,1,11.9571,1.39626
6666,6.5,1,12.8,1.39626
6667,6.5,1.84286,1,1.39626
6668,6.5,1.84286,1.84286,1.39626
6669,6.5,1.84286,2.68571,1.39626
6670,6.5,1.84286,3.52857,1.39626
6671,6.5,1.84286,4.37143,1.39626
6672,6.5,1.84286,5.21429,1.39626
6673,6.5,1.84286,6.05714,1.39626
6674,6.5,1.84286,6.9,1.39626
6675,6.5,1.84286,7.74286,1.39626
6676,6.5,1.84286,8.58571,1.39626
6677,6.5,1.84286,9.42857,1.39626
6678,6.5,1.84286,10.2714,1.39626
6679,6.5,1.84286,11.1143,1.39626
6680,6.5,1.84286,11.9571,1.39626
6681,6.5,1.84286,12.8,1.39626
6682,6.5,2.68571,1,1.39626
6683,6.5,2.68571,1.84286,1.39626
6684,6.5,2.68571,2.68571,1.39626
6685,6.5,2.68571,3.52857,1.39626
6686,6.5,2.68571,4.37143,1.39626
6687,6.5,2.68571,5.21429,1.39626
6688,6.5,2.68571,6.05714,1.39626
6689,6.5,2.68571,6.9,1.39626
6690,6.5,2.68571,7.74286,1.39626
6691,6.5,2.68571,8.58571,1.39626
6692,6.5,2.68571,9.42857,1.39626
6693,6.5,2.68571,10.2714,1.39626
6694,6.5,2.68571,11.1143,1.39626
6695,6.5,2.68571,11.9571,1.39626
6696,6.5,2.68571,12.8,1.39626
6697,6.5,3.52857,1,1.39626
6698,6.5,3.52857,1.84286,1.39626
6699,6.5,3.52857,2.68571,1.39626
6700,6.5,3.52857,3.52857,1.39626
6701,6.5,3.52857,4.37143,1.39626
6702,6.5,3.52857,5.21429,1.39626
6703,6.5,3.52857,6.05714,1.39626
6704,6.5,3.52857,6.9,1.39626
6705,6.5,3.52857,7.74286,1.39626
6706,6.5,3.52857,8.58571,1.39626
6707,6.5,3.52857,9.42857,1.39626
6708,6.5,3.52857,10.2714,1.39626
6709,6.5,3.52857,11.1143,1.39626
6710,6.5,3.52857,11.9571,1.39626
6711,6.5,3.52857,12.8,1.39626
6712,6.5,4.37143,1,1.39626
6713,6.5,4.37143,1.84286,1.39626
6714,6.5,4.37143,2.68571,1.39626
6715,6.5,4.37143,3.52857,1.39626
6716,6.5,4.37143,4.37143,1.39626
6717,6.5,4.37143,5.21429,1.39626
6718,6.5,4.37143,6.05714,1.39626
6719,6.5,4.37143,6.9,1.39626
6720,6.5,4.37143,7.74286,1.39626
6721,6.5,4.37143,8.58571,1.39626
6722,6.5,4.37143,9.42857,1.39626
6723,6.5,4.37143,10.2714,1.39626
6724,6.5,4.37143,11.1143,1.39626
6725,6.5,4.37143,11.9571,1.39626
6726,6.5,4.37143,12.8,1.39626
6727,6.5,5.21429,1,1.39626
6728,6.5,5.21429,1.84286,1.39626
6729,6.5,5.21429,2.68571,1.39626
6730,6.5,5.21429,3.52857,1.39626
6731,6.5,5.21429,4.37143,1.39626
6732,6.5,5.21429,5.21429,1.39626
6733,6.5,5.21429,6.05714,1.39626
6734,6.5,5.21429,6.9,1.39626
6735,6.5,5.21429,7.74286,1.39626
6736,6.5,5.21429,8.58571,1.39626
6737,6.5,5.21429,9.42857,1.39626
6738,6.5,5.21429,10.2714,1.39626
6739,6.5,5.21429,11.1143,1.39626
6740,6.5,5.21429,11.9571,1.39626
6741,6.5,5.21429,12.8,1.39626
6742,6.5,6.05714,1,1.39626
6743,6.5,6.05714,1.84286,1.39626
6744,6.5,6.05714,2.68571,1.39626
6745,6.5,6.05714,3.52857,1.39626
6746,6.5,6.05714,4.37143,1.39626
6747,6.5,6.05714,5.21429,1.39626
6748,6.5,6.05714,6.05714,1.39626
6749,6.5,6.05714,6.9,1.39626
6750,6.5,6.05714,7.74286,1.39626
6751,6.5,6.05714,8.58571,1.39626
6752,6.5,6.05714,9.42857,1.39626
6753,6.5,6.05714,10.2714,1.39626
6754,6.5,6.05714,11.1143,1.39626
6755,6.5,6.05714,11.9571,1.39626
6756,6.5,6.05714,12.8,1.39626
6757,6.5,6.9,1,1.39626
6758,6.5,6.9,1.84286,1.39626
6759,6.5,6.9,2.68571,1.39626
6760,6.5,6.9,3.52857,1.39626
6761,6.5,6.9,4.37143,1.39626
6762,6.5,6.9,5.21429,1.39626
6763,6.5,6.9,6.05714,1.39626
6764,6.5,6.9,6.9,1.39626
6765,6.5,6.9,7.74286,1.39626
6766,6.5,6.9,8.58571,1.39626
6767,6.5,6.9,9.42857,1.39626
6768,6.5,6.9,10.2714,1.39626
6769,6.5,6.9,11.1143,1.39626
6770,6.5,6.9,11.9571,1.39626
6771,6.5,6.9,12.8,1.39626
6772,6.5,7.74286,1,1.39626
6773,6.5,7.74286,1.84286,1.39626
6774,6.5,7.74286,2.68571,1.39626
6775,6.5,7.74286,3.52857,1.39626
6776,6.5,7.74286,4.37143,1.39626
6777,6.5,7.74286,5.21429,1.39626
6778,6.5,7.74286,6.05714,1.39626
6779,6.5,7.74286,6.9,1.39626
6780,6.5,7.74286,7.74286,1.39626
6781,6.5,7.74286,8.58571,1.39626
6782,6.5,7.74286,9.42857,1.39626
6783,6.5,7.74286,10.2714,1.39626
6784,6.5,7.74286,11.1143,1.39626
6785,6.5,7.74286,11.9571,1.39626
6786,6.5,7.74286,12.8,1.39626
6787,6.5,8.58571,1,1.39626
6788,6.5,8.58571,1.84286,1.39626
6789,6.5,8.58571,2.68571,1.39626
6790,6.5,8.58571,3.52857,1.39626
6791,6.5,8.58571,4.37143,1.39626
6792,6.5,8.58571,5.21429,1.39626
6793,6.5,8.58571,6.05714,1.39626
6794,6.5,8.58571,6.9,1.39626
6795,6.5,8.58571,7.74286,1.39626
6796,6.5,8.58571,8.58571,1.39626
6797,6.5,8.58571,9.42857,1.39626
6798,6.5,8.58571,10.2714,1.39626
6799,6.5,8.58571,11.1143,1.39626
6800,6.5,8.58571,11.9571,1.39626
6801,6.5,8.58571,12.8,1.39626
6802,6.5,9.42857,1,1.39626
6803,6.5,9.42857,1.84286,1.39626
6804,6.5,9.42857,2.68571,1.39626
6805,6.5,9.42857,3.52857,1.39626
6806,6.5,9.42857,4.37143,1.39626
6807,6.5,9.42857,5.21429,1.39626
6808,6.5,9.42857,6.05714,1.39626
6809,6.5,9.42857,6.9,1.39626
6810,6.5,9.42857,7.74286,1.39626
6811,6.5,9.42857,8.58571,1.39626
6812,6.5,9.42857,9.42857,1.39626
6813,6.5,9.42857,10.2714,1.39626
6814,6.5,9.42857,11.1143,1.39626
6815,6.5,9.42857,11.9571,1.39626
6816,6.5,9.42857,12.8,1.39626
6817,6.5,10.2714,1,1.39626
6818,6.5,10.2714,1.84286,1.39626
6819,6.5,10.2714,2.68571,1.39626
6820,6.5,10.2714,3.52857,1.39626
6821,6.5,10.2714,4.37143,1.39626
6822,6.5,10.2714,5.21429,1.39626
6823,6.5,10.2714,6.05714,1.39626
6824,6.5,10.2714,6.9,1.39626
6825,6.5,10.2714,7.74286,1.39626
6826,6.5,10.2714,8.58571,1.39626
6827,6.5,10.2714,9.42857,1.39626
6828,6.5,10.2714,10.2714,1.39626
6829,6.5,10.2714,11.1143,1.39626
6830,6.5,10.2714,11.9571,1.39626
6831,6.5,10.2714,12.8,1.39626
6832,6.5,11.1143,1,1.39626
6833,6.5,11.1143,1.84286,1.39626
6834,6.5,11.1143,2.68571,1.39626
6835,6.5,11.1143,3.52857,1.39626
6836,6.5,11.1143,4.37143,1.39626
6837,6.5,11.1143,5.21429,1.39626
6838,6.5,11.1143,6.05714,1.39626
6839,6.5,11.1143,6.9,1.39626
6840,6.5,11.1143,7.74286,1.39626
6841,6.5,11.1143,8.58571,1.39626
6842,6.5,11.1143,9.42857,1.39626
6843,6.5,11.1143,10.2714,1.39626
6844,6.5,11.1143,11.1143,1.39626
6845,6.5,11.1143,11.9571,1.39626
6846,6.5,11.1143,12.8,1.39626
6847,6.5,11.9571,1,1.39626
6848,6.5,11.9571,1.84286,1.39626
6849,6.5,11.9571,2.68571,1.39626
6850,6.5,11.9571,3.52857,1.39626
6851,6.5,11.9571,4.37143,1.39626
6852,6.5,11.9571,5.21429,1.39626
6853,6.5,11.9571,6.05714,1.39626
6854,6.5,11.9571,6.9,1.39626
6855,6.5,11.9571,7.74286,1.39626
6856,6.5,11.9571,8.58571,1.39626
6857,6.5,11.9571,9.42857,1.39626
6858,6.5,11.9571,10.2714,1.39626
6859,6.5,11.9571,11.1143,1.39626
6860,6.5,11.9571,11.9571,1.39626
6861,6.5,11.9571,12.8,1.39626
6862,6.5,12.8,1,1.39626
6863,6.5,12.8,1.84286,1.39626
6864,6.5,12.8,2.68571,1.39626
6865,6.5,12.8,3.52857,1.39626
6866,6.5,12.8,4.37143,1.39626
6867,6.5,12.8,5.21429,1.39626
6868,6.5,12.8,6.05714,1.39626
6869,6.5,12.8,6.9,1.39626
6870,6.5,12.8,7.74286,1.39626
6871,6.5,12.8,8.58571,1.39626
6872,6.5,12.8,9.42857,1.39626
6873,6.5,12.8,10.2714,1.39626
6874,6.5,12.8,11.1143,1.39626
6875,6.5,12.8,11.9571,1.39626
6876,6.5,12.8,12.8,1.39626
6877,7,1,1,1.22173
6878,7,1,1.85333,1.22173
6879,7,1,2.70667,1.22173
6880,7,1,3.56,1.22173
6881,7,1,4.41333,1.22173
6882,7,1,5.26667,1.22173
6883,7,1,6.12,1.22173
6884,7,1,6.97333,1.22173
6885,7,1,7.82667,1.22173
6886,7,1,8.68,1.22173
6887,7,1,9.53333,1.22173
6888,7,1,10.3867,1.22173
6889,7,1,11.24,1.22173
6890,7,1,12.0933,1.22173
6891,7,1,12.9467,1.22173
6892,7,1,13.8,1.22173
6893,7,1.85333,1,1.22173
6894,7,1.85333,1.85333,1.22173
6895,7,1.85333,2.70667,1.22173
6896,7,1.85333,3.56,1.22173
6897,7,1.85333,4.41333,1.22173
6898,7,1.85333,5.26667,1.22173
6899,7,1.85333,6.12,1.22173
6900,7,1.85333,6.97333,1.22173
6901,7,1.85333,7.82667,1.22173
6902,7,1.85333,8.68,1.22173
6903,7,1.85333,9.53333,1.22173
6904,7,1.85333,10.3867,1.22173
6905,7,1.85333,11.24,1.22173
6906,7,1.85333,12.0933,1.22173
6907,7,1.85333,12.9467,1.22173
6908,7,1.85333,13.8,1.22173
6909,7,2.70667,1,1.22173
6910,7,2.70667,1.85333,1.22173
6911,7,2.70667,2.70667,1.22173
6912,7,2.70667,3.56,1.22173
6913,7,2.70667,4.41333,1.22173
6914,7,2.70667,5.26667,1.22173
6915,7,2.70667,6.12,1.22173
6916,7,2.70667,6.97333,1.22173
6917,7,2.70667,7.82667,1.22173
6918,7,2.70667,8.68,1.22173
6919,7,2.70667,9.53333,1.22173
6920,7,2.70667,10.3867,1.22173
6921,7,2.70667,11.24,1.22173
6922,7,2.70667,12.0933,1.22173
6923,7,2.70667,12.9467,1.22173
6924,7,2.70667,13.8,1.22173
6925,7,3.56,1,1.22173
6926,7,3.56,1.85333,1.22173
6927,7,3.56,2.70667,1.22173
6928,7,3.56,3.56,1.22173
6929,7,3.56,4.41333,1.22173
6930,7,3.56,5.26667,1.22173
6931,7,3.56,6.12,1.22173
6932,7,3.56,6.97333,1.22173
6933,7,3.56,7.82667,1.22173
6934,7,3.56,8.68,1.22173
6935,7,3.56,9.53333,1.22173
6936,7,3.56,10.3867,1.22173
6937,7,3.56,11.24,1.22173
6938,7,3.56,12.0933,1.22173
6939,7,3.56,12.9467,1.22173
6940,7,3.56,13.8,1.22173
6941,7,4.41333,1,1.22173
6942,7,4.41333,1.85333,1.22173
6943,7,4.41333,2.70667,1.22173
6944,7,4.41333,3.56,1.22173
6945,7,4.41333,4.41333,1.22173
6946,7,4.41333,5.26667,1.22173
6947,7,4.41333,6.12,1.22173
6948,7,4.41333,6.97333,1.22173
6949,7,4.41333,7.82667,1.22173
6950,7,4.41333,8.68,1.22173
6951,7,4.41333,9.53333,1.22173
6952,7,4.41333,10.3867,1.22173
6953,7,4.41333,11.24,1.22173
6954,7,4.41333,12.0933,1.22173
6955,7,4.41333,12.9467,1.22173
6956,7,4.41333,13.8,1.22173
6957,7,5.26667,1,1.22173
6958,7,5.26667,1.85333,1.22173
6959,7,5.26667,2.70667,1.22173
6960,7,5.26667,3.56,1.22173
6961,7,5.26667,4.41333,1.22173
6962,7,5.26667,5.26667,1.22173
6963,7,5.26667,6.12,1.22173
6964,7,5.26667,6.97333,1.22173
6965,7,5.26667,7.82667,1.22173
6966,7,5.26667,8.68,1.22173
6967,7,5.26667,9.53333,1.22173
6968,7,5.26667,10.3867,1.22173
6969,7,5.26667,11.24,1.22173
6970,7,5.26667,12.0933,1.22173
6971,7,5.26667,12.9467,1.22173
6972,7,5.26667,13.8,1.22173
6973,7,6.12,1,1.22173
6974,7,6.12,1.85333,1.22173
6975,7,6.12,2.70667,1.22173
6976,7,6.12,3.56,1.22173
6977,7,6.12,4.41333,1.22173
6978,7,6.12,5.26667,1.22173
6979,7,6.12,6.12,1.22173
6980,7,6.12,6.97333,1.22173
6981,7,6.12,7.82667,1.22173
6982,7,6.12,8.68,1.22173
6983,7,6.12,9.53333,1.22173
6984,7,6.12,10.3867,1.22173
6985,7,6.12,11.24,1.22173
6986,7,6.12,12.0933,1.22173
6987,7,6.12,12.9467,1.22173
6988,7,6.12,13.8,1.22173
6989,7,6.97333,1,1.22173
6990,7,6.97333,1.85333,1.22173
6991,7,6.97333,2.70667,1.22173
6992,7,6.97333,3.56,1.22173
6993,7,6.97333,4.41333,1.22173
6994,7,6.97333,5.26667,1.22173
6995,7,6.97333,6.12,1.22173
6996,7,6.97333,6.97333,1.22173
6997,7,6.97333,7.82667,1.22173
6998,7,6.97333,8.68,1.22173
6999,7,6.97333,9.53333,1.22173
7000,7,6.97333,10.3867,1.22173
7001,7,6.97333,11.24,1.22173
7002,7,6.97333,12.0933,1.22173
7003,7,6.97333,12.9467,1.22173
7004,7,6.97333,13.8,1.22173
7005,7,7.82667,1,1.22173
7006,7,7.82667,1.85333,1.22173
7007,7,7.82667,2.70667,1.22173
7008,7,7.82667,3.56,1.22173
7009,7,7.82667,4.41333,1.22173
7010,7,7.82667,5.26667,1.22173
7011,7,7.82667,6.12,1.22173
7012,7,7.82667,6.97333,1.22173
7013,7,7.82667,7.82667,1.22173
7014,7,7.82667,8.68,1.22173
7015,7,7.82667,9.53333,1.22173
7016,7,7.82667,10.3867,1.22173
7017,7,7.82667,11.24,1.22173
7018,7,7.82667,12.0933,1.22173
7019,7,7.82667,12.9467,1.22173
7020,7,7.82667,13.8,1.22173
7021,7,8.68,1,1.22173
7022,7,8.68,1.85333,1.22173
7023,7,8.68,2.70667,1.22173
7024,7,8.68,3.56,1.22173
7025,7,8.68,4.41333,1.22173
7026,7,8.68,5.26667,1.22173
7027,7,8.68,6.12,1.22173
7028,7,8.68,6.97333,1.22173
7029,7,8.68,7.82667,1.22173
7030,7,8.68,8.68,1.22173
7031,7,8.68,9.53333,1.22173
7032,7,8.68,10.3867,1.22173
7033,7,8.68,11.24,1.22173
7034,7,8.68,12.0933,1.22173
7035,7,8.68,12.9467,1.22173
7036,7,8.68,13.8,1.22173
7037,7,9.53333,1,1.22173
7038,7,9.53333,1.85333,1.22173
7039,7,9.53333,2.70667,1.22173
7040,7,9.53333,3.56,1.22173
7041,7,9.53333,4.41333,1.22173
7042,7,9.53333,5.26667,1.22173
7043,7,9.53333,6.12,1.22173
7044,7,9.53333,6.97333,1.22173
7045,7,9.53333,7.82667,1.22173
7046,7,9.53333,8.68,1.22173
7047,7,9.53333,9.53333,1.22173
7048,7,9.53333,10.3867,1.22173
7049,7,9.53333,11.24,1.22173
7050,7,9.53333,12.0933,1.22173
7051,7,9.53333,12.9467,1.22173
7052,7,9.53333,13.8,1.22173
7053,7,10.3867,1,1.22173
7054,7,10.3867,1.85333,1.22173
7055,7,10.3867,2.70667,1.22173
7056,7,10.3867,3.56,1.22173
7057,7,10.3867,4.41333,1.22173
7058,7,10.3867,5.26667,1.22173
7059,7,10.3867,6.12,1.22173
7060,7,10.3867,6.97333,1.22173
7061,7,10.3867,7.82667,1.22173
7062,7,10.3867,8.68,1.22173
7063,7,10.3867,9.53333,1.22173
7064,7,10.3867,10.3867,1.22173
7065,7,10.3867,11.24,1.22173
7066,7,10.3867,12.0933,1.22173
7067,7,10.3867,12.9467,1.22173
7068,7,10.3867,13.8,1.22173
7069,7,11.24,1,1.22173
7070,7,11.24,1.85333,1.22173
7071,7,11.24,2.70667,1.22173
7072,7,11.24,3.56,1.22173
7073,7,11.24,4.41333,1.22173
7074,7,11.24,5.26667,1.22173
7075,7,11.24,6.12,1.22173
7076,7,11.24,6.97333,1.22173
7077,7,11.24,7.82667,1.22173
7078,7,11.24,8.68,1.22173
7079,7,11.24,9.53333,1.22173
7080,7,11.24,10.3867,1.22173
7081,7,11.24,11.24,1.22173
7082,7,11.24,12.0933,1.22173
7083,7,11.24,12.9467,1.22173
7084,7,11.24,13.8,1.22173
7085,7,12.0933,1,1.22173
7086,7,12.0933,1.85333,1.22173
7087,7,12.0933,2.70667,1.22173
7088,7,12.0933,3.56,1.22173
7089,7,12.0933,4.41333,1.22173
7090,7,12.0933,5.26667,1.22173
7091,7,12.0933,6.12,1.22173
7092,7,12.0933,6.97333,1.22173
7093,7,12.0933,7.82667,1.22173
7094,7,12.0933,8.68,1.22173
7095,7,12.0933,9.53333,1.22173
7096,7,12.0933,10.3867,1.22173
7097,7,12.0933,11.24,1.22173
7098,7,12.0933,12.0933,1.22173
7099,7,12.0933,12.9467,1.22173
7100,7,12.0933,13.8,1.22173
7101,7,12.9467,1,1.22173
7102,7,12.9467,1.85333,1.22173
7103,7,12.9467,2.70667,1.22173
7104,7,12.9467,3.56,1.22173
7105,7,12.9467,4.41333,1.22173
7106,7,12.9467,5.26667,1.22173
7107,7,12.9467,6.12,1.22173
7108,7,12.9467,6.97333,1.22173
7109,7,12.9467,7.82667,1.22173
7110,7,12.9467,8.68,1.22173
7111,7,12.9467,9.53333,1.22173
7112,7,12.9467,10.3867,1.22173
7113,7,12.9467,11.24,1.22173
7114,7,12.9467,12.0933,1.22173
7115,7,12.9467,12.9467,1.22173
7116,7,12.9467,13.8,1.22173
7117,7,13.8,1,1.22173
7118,7,13.8,1.85333,1.22173
7119,7,13.8,2.70667,1.22173
7120,7,13.8,3.56,1.22173
7121,7,13.8,4.41333,1.22173
7122,7,13.8,5.26667,1.22173
7123,7,13.8,6.12,1.22173
7124,7,13.8,6.97333,1.22173
7125,7,13.8,7.82667,1.22173
7126,7,13.8,8.68,1.22173
7127,7,13.8,9.53333,1.22173
7128,7,13.8,10.3867,1.22173
7129,7,13.8,11.24,1.22173
7130,7,13.8,12.0933,1.22173
7131,7,13.8,12.9467,1.22173
7132,7,13.8,13.8,1.22173
7133,7,1,1,1.25664
7134,7,1,1.85333,1.25664
7135,7,1,2.70667,1.25664
7136,7,1,3.56,1.25664
7137,7,1,4.41333,1.25664
7138,7,1,5.26667,1.25664
7139,7,1,6.12,1.25664
7140,7,1,6.97333,1.25664
7141,7,1,7.82667,1.25664
7142,7,1,8.68,1.25664
7143,7,1,9.53333,1.25664
7144,7,1,10.3867,1.25664
7145,7,1,11.24,1.25664
7146,7,1,12.0933,1.25664
7147,7,1,12.9467,1.25664
7148,7,1,13.8,1.25664
7149,7,1.85333,1,1.25664
7150,7,1.85333,1.85333,1.25664
7151,7,1.85333,2.70667,1.25664
7152,7,1.85333,3.56,1.25664
7153,7,1.85333,4.41333,1.25664
7154,7,1.85333,5.26667,1.25664
7155,7,1.85333,6.12,1.25664
7156,7,1.85333,6.97333,1.25664
7157,7,1.85333,7.82667,1.25664
7158,7,1.85333,8.68,1.25664
7159,7,1.85333,9.53333,1.25664
7160,7,1.85333,10.3867,1.25664
7161,7,1.85333,11.24,1.25664
7162,7,1.85333,12.0933,1.25664
7163,7,1.85333,12.9467,1.25664
7164,7,1.85333,13.8,1.25664
7165,7,2.70667,1,1.25664
7166,7,2.70667,1.85333,1.25664
7167,7,2.70667,2.70667,1.25664
7168,7,2.70667,3.56,1.25664
7169,7,2.70667,4.41333,1.25664
7170,7,2.70667,5.26667,1.25664
7171,7,2.70667,6.12,1.25664
7172,7,2.70667,6.97333,1.25664
7173,7,2.70667,7.82667,1.25664
7174,7,2.70667,8.68,1.25664
7175,7,2.70667,9.53333,1.25664
7176,7,2.70667,10.3867,1.25664
7177,7,2.70667,11.24,1.25664
7178,7,2.70667,12.0933,1.25664
7179,7,2.70667,12.9467,1.25664
7180,7,2.70667,13.8,1.25664
7181,7,3.56,1,1.25664
7182,7,3.56,1.85333,1.25664
7183,7,3.56,2.70667,1.25664
7184,7,3.56,3.56,1.25664
7185,7,3.56,4.41333,1.25664
7186,7,3.56,5.26667,1.25664
7187,7,3.56,6.12,1.25664
7188,7,3.56,6.97333,1.25664
7189,7,3.56,7.82667,1.25664
7190,7,3.56,8.68,1.25664
7191,7,3.56,9.53333,1.25664
7192,7,3.56,10.3867,1.25664
7193,7,3.56,11.24,1.25664
7194,7,3.56,12.0933,1.25664
7195,7,3.56,12.9467,1.25664
7196,7,3.56,13.8,1.25664
7197,7,4.41333,1,1.25664
7198,7,4.41333,1.85333,1.25664
7199,7,4.41333,2.70667,1.25664
7200,7,4.41333,3.56,1.25664
7201,7,4.41333,4.41333,1.25664
7202,7,4.41333,5.26667,1.25664
7203,7,4.41333,6.12,1.25664
7204,7,4.41333,6.97333,1.25664
7205,7,4.41333,7.82667,1.25664
7206,7,4.41333,8.68,1.25664
7207,7,4.41333,9.53333,1.25664
7208,7,4.41333,10.3867,1.25664
7209,7,4.41333,11.24,1.25664
7210,7,4.41333,12.0933,1.25664
7211,7,4.41333,12.9467,1.25664
7212,7,4.41333,13.8,1.25664
7213,7,5.26667,1,1.25664
7214,7,5.26667,1.85333,1.25664
7215,7,5.26667,2.70667,1.25664
7216,7,5.26667,3.56,1.25664
7217,7,5.26667,4.41333,1.25664
7218,7,5.26667,5.26667,1.25664
7219,7,5.26667,6.12,1.25664
7220,7,5.26667,6.97333,1.25664
7221,7,5.26667,7.82667,1.25664
7222,7,5.26667,8.68,1.25664
7223,7,5.26667,9.53333,1.25664
7224,7,5.26667,10.3867,1.25664
7225,7,5.26667,11.24,1.25664
7226,7,5.26667,12.0933,1.25664
7227,7,5.26667,12.9467,1.25664
7228,7,5.26667,13.8,1.25664
7229,7,6.12,1,1.25664
7230,7,6.12,1.85333,1.25664
7231,7,6.12,2.70667,1.25664
7232,7,6.12,3.56,1.25664
7233,7,6.12,4.41333,1.25664
7234,7,6.12,5.26667,1.25664
7235,7,6.12,6.12,1.25664
7236,7,6.12,6.97333,1.25664
7237,7,6.12,7.82667,1.25664
7238,7,6.12,8.68,1.25664
7239,7,6.12,9.53333,1.25664
7240,7,6.12,10.3867,1.25664
7241,7,6.12,11.24,1.25664
7242,7,6.12,12.0933,1.25664
7243,7,6.12,12.9467,1.25664
7244,7,6.12,13.8,1.25664
7245,7,6.97333,1,1.25664
7246,7,6.97333,1.85333,1.25664
7247,7,6.97333,2.70667,1.25664
7248,7,6.97333,3.56,1.25664
7249,7,6.97333,4.41333,1.25664
7250,7,6.97333,5.26667,1.25664
7251,7,6.97333,6.12,1.25664
7252,7,6.97333,6.97333,1.25664
7253,7,6.97333,7.82667,1.25664
7254,7,6.97333,8.68,1.25664
7255,7,6.97333,9.53333,1.25664
7256,7,6.97333,10.3867,1.25664
7257,7,6.97333,11.24,1.25664
7258,7,6.97333,12.0933,1.25664
7259,7,6.97333,12.9467,1.25664
7260,7,6.97333,13.8,1.25664
7261,7,7.82667,1,1.25664
7262,7,7.82667,1.85333,1.25664
7263,7,7.82667,2.70667,1.25664
7264,7,7.82667,3.56,1.25664
7265,7,7.82667,4.41333,1.25664
7266,7,7.82667,5.26667,1.25664
7267,7,7.82667,6.12,1.25664
7268,7,7.82667,6.97333,1.25664
7269,7,7.82667,7.82667,1.25664
7270,7,7.82667,8.68,1.25664
7271,7,7.82667,9.53333,1.25664
7272,7,7.82667,10.3867,1.25664
7273,7,7.82667,11.24,1.25664
7274,7,7.82667,12.0933,1.25664
7275,7,7.82667,12.9467,1.25664
7276,7,7.82667,13.8,1.25664
7277,7,8.68,1,1.25664
7278,7,8.68,1.85333,1.25664
7279,7,8.68,2.70667,1.25664
7280,7,8.68,3.56,1.25664
7281,7,8.68,4.41333,1.25664
7282,7,8.68,5.26667,1.25664
7283,7,8.68,6.12,1.25664
7284,7,8.68,6.97333,1.25664
7285,7,8.68,7.82667,1.25664
7286,7,8.68,8.68,1.25664
7287,7,8.68,9.53333,1.25664
7288,7,8.68,10.3867,1.25664
7289,7,8.68,11.24,1.25664
7290,7,8.68,12.0933,1.25664
7291,7,8.68,12.9467,1.25664
7292,7,8.68,13.8,1.25664
7293,7,9.53333,1,1.25664
7294,7,9.53333,1.85333,1.25664
7295,7,9.53333,2.70667,1.25664
7296,7,9.53333,3.56,1.25664
7297,7,9.53333,4.41333,1.25664
7298,7,9.53333,5.26667,1.25664
7299,7,9.53333,6.12,1.25664
7300,7,9.53333,6.97333,1.25664
7301,7,9.53333,7.82667,1.25664
7302,7,9.53333,8.68,1.25664
7303,7,9.53333,9.53333,1.25664
7304,7,9.53333,10.3867,1.25664
7305,7,9.53333,11.24,1.25664
7306,7,9.53333,12.0933,1.25664
7307,7,9.53333,12.9467,1.25664
7308,7,9.53333,13.8,1.25664
7309,7,10.3867,1,1.25664
