3D Run ID,Shift,swA,swB,tet
3130,5,5.8,3.4,1.32645
3131,5,5.8,4.2,1.32645
3132,5,5.8,5,1.32645
3133,5,5.8,5.8,1.32645
3134,5,5.8,6.6,1.32645
3135,5,5.8,7.4,1.32645
3136,5,5.8,8.2,1.32645
3137,5,5.8,9,1.32645
3138,5,5.8,9.8,1.32645
3139,5,6.6,1,1.32645
3140,5,6.6,1.8,1.32645
3141,5,6.6,2.6,1.32645
3142,5,6.6,3.4,1.32645
3143,5,6.6,4.2,1.32645
3144,5,6.6,5,1.32645
3145,5,6.6,5.8,1.32645
3146,5,6.6,6.6,1.32645
3147,5,6.6,7.4,1.32645
3148,5,6.6,8.2,1.32645
3149,5,6.6,9,1.32645
3150,5,6.6,9.8,1.32645
3151,5,7.4,1,1.32645
3152,5,7.4,1.8,1.32645
3153,5,7.4,2.6,1.32645
3154,5,7.4,3.4,1.32645
3155,5,7.4,4.2,1.32645
3156,5,7.4,5,1.32645
3157,5,7.4,5.8,1.32645
3158,5,7.4,6.6,1.32645
3159,5,7.4,7.4,1.32645
3160,5,7.4,8.2,1.32645
3161,5,7.4,9,1.32645
3162,5,7.4,9.8,1.32645
3163,5,8.2,1,1.32645
3164,5,8.2,1.8,1.32645
3165,5,8.2,2.6,1.32645
3166,5,8.2,3.4,1.32645
3167,5,8.2,4.2,1.32645
3168,5,8.2,5,1.32645
3169,5,8.2,5.8,1.32645
3170,5,8.2,6.6,1.32645
3171,5,8.2,7.4,1.32645
3172,5,8.2,8.2,1.32645
3173,5,8.2,9,1.32645
3174,5,8.2,9.8,1.32645
3175,5,9,1,1.32645
3176,5,9,1.8,1.32645
3177,5,9,2.6,1.32645
3178,5,9,3.4,1.32645
3179,5,9,4.2,1.32645
3180,5,9,5,1.32645
3181,5,9,5.8,1.32645
3182,5,9,6.6,1.32645
3183,5,9,7.4,1.32645
3184,5,9,8.2,1.32645
3185,5,9,9,1.32645
3186,5,9,9.8,1.32645
3187,5,9.8,1,1.32645
3188,5,9.8,1.8,1.32645
3189,5,9.8,2.6,1.32645
3190,5,9.8,3.4,1.32645
3191,5,9.8,4.2,1.32645
3192,5,9.8,5,1.32645
3193,5,9.8,5.8,1.32645
3194,5,9.8,6.6,1.32645
3195,5,9.8,7.4,1.32645
3196,5,9.8,8.2,1.32645
3197,5,9.8,9,1.32645
3198,5,9.8,9.8,1.32645
3199,5,1,1,1.36136
3200,5,1,1.8,1.36136
3201,5,1,2.6,1.36136
3202,5,1,3.4,1.36136
3203,5,1,4.2,1.36136
3204,5,1,5,1.36136
3205,5,1,5.8,1.36136
3206,5,1,6.6,1.36136
3207,5,1,7.4,1.36136
3208,5,1,8.2,1.36136
3209,5,1,9,1.36136
3210,5,1,9.8,1.36136
3211,5,1.8,1,1.36136
3212,5,1.8,1.8,1.36136
3213,5,1.8,2.6,1.36136
3214,5,1.8,3.4,1.36136
3215,5,1.8,4.2,1.36136
3216,5,1.8,5,1.36136
3217,5,1.8,5.8,1.36136
3218,5,1.8,6.6,1.36136
3219,5,1.8,7.4,1.36136
3220,5,1.8,8.2,1.36136
3221,5,1.8,9,1.36136
3222,5,1.8,9.8,1.36136
3223,5,2.6,1,1.36136
3224,5,2.6,1.8,1.36136
3225,5,2.6,2.6,1.36136
3226,5,2.6,3.4,1.36136
3227,5,2.6,4.2,1.36136
3228,5,2.6,5,1.36136
3229,5,2.6,5.8,1.36136
3230,5,2.6,6.6,1.36136
3231,5,2.6,7.4,1.36136
3232,5,2.6,8.2,1.36136
3233,5,2.6,9,1.36136
3234,5,2.6,9.8,1.36136
3235,5,3.4,1,1.36136
3236,5,3.4,1.8,1.36136
3237,5,3.4,2.6,1.36136
3238,5,3.4,3.4,1.36136
3239,5,3.4,4.2,1.36136
3240,5,3.4,5,1.36136
3241,5,3.4,5.8,1.36136
3242,5,3.4,6.6,1.36136
3243,5,3.4,7.4,1.36136
3244,5,3.4,8.2,1.36136
3245,5,3.4,9,1.36136
3246,5,3.4,9.8,1.36136
3247,5,4.2,1,1.36136
3248,5,4.2,1.8,1.36136
3249,5,4.2,2.6,1.36136
3250,5,4.2,3.4,1.36136
3251,5,4.2,4.2,1.36136
3252,5,4.2,5,1.36136
3253,5,4.2,5.8,1.36136
3254,5,4.2,6.6,1.36136
3255,5,4.2,7.4,1.36136
3256,5,4.2,8.2,1.36136
3257,5,4.2,9,1.36136
3258,5,4.2,9.8,1.36136
3259,5,5,1,1.36136
3260,5,5,1.8,1.36136
3261,5,5,2.6,1.36136
3262,5,5,3.4,1.36136
3263,5,5,4.2,1.36136
3264,5,5,5,1.36136
3265,5,5,5.8,1.36136
3266,5,5,6.6,1.36136
3267,5,5,7.4,1.36136
3268,5,5,8.2,1.36136
3269,5,5,9,1.36136
3270,5,5,9.8,1.36136
3271,5,5.8,1,1.36136
3272,5,5.8,1.8,1.36136
3273,5,5.8,2.6,1.36136
3274,5,5.8,3.4,1.36136
3275,5,5.8,4.2,1.36136
3276,5,5.8,5,1.36136
3277,5,5.8,5.8,1.36136
3278,5,5.8,6.6,1.36136
3279,5,5.8,7.4,1.36136
3280,5,5.8,8.2,1.36136
3281,5,5.8,9,1.36136
3282,5,5.8,9.8,1.36136
3283,5,6.6,1,1.36136
3284,5,6.6,1.8,1.36136
3285,5,6.6,2.6,1.36136
3286,5,6.6,3.4,1.36136
3287,5,6.6,4.2,1.36136
3288,5,6.6,5,1.36136
3289,5,6.6,5.8,1.36136
3290,5,6.6,6.6,1.36136
3291,5,6.6,7.4,1.36136
3292,5,6.6,8.2,1.36136
3293,5,6.6,9,1.36136
3294,5,6.6,9.8,1.36136
3295,5,7.4,1,1.36136
3296,5,7.4,1.8,1.36136
3297,5,7.4,2.6,1.36136
3298,5,7.4,3.4,1.36136
3299,5,7.4,4.2,1.36136
3300,5,7.4,5,1.36136
3301,5,7.4,5.8,1.36136
3302,5,7.4,6.6,1.36136
3303,5,7.4,7.4,1.36136
3304,5,7.4,8.2,1.36136
3305,5,7.4,9,1.36136
3306,5,7.4,9.8,1.36136
3307,5,8.2,1,1.36136
3308,5,8.2,1.8,1.36136
3309,5,8.2,2.6,1.36136
3310,5,8.2,3.4,1.36136
3311,5,8.2,4.2,1.36136
3312,5,8.2,5,1.36136
3313,5,8.2,5.8,1.36136
3314,5,8.2,6.6,1.36136
3315,5,8.2,7.4,1.36136
3316,5,8.2,8.2,1.36136
3317,5,8.2,9,1.36136
3318,5,8.2,9.8,1.36136
3319,5,9,1,1.36136
3320,5,9,1.8,1.36136
3321,5,9,2.6,1.36136
3322,5,9,3.4,1.36136
3323,5,9,4.2,1.36136
3324,5,9,5,1.36136
3325,5,9,5.8,1.36136
3326,5,9,6.6,1.36136
3327,5,9,7.4,1.36136
3328,5,9,8.2,1.36136
3329,5,9,9,1.36136
3330,5,9,9.8,1.36136
3331,5,9.8,1,1.36136
3332,5,9.8,1.8,1.36136
3333,5,9.8,2.6,1.36136
3334,5,9.8,3.4,1.36136
3335,5,9.8,4.2,1.36136
3336,5,9.8,5,1.36136
3337,5,9.8,5.8,1.36136
3338,5,9.8,6.6,1.36136
3339,5,9.8,7.4,1.36136
3340,5,9.8,8.2,1.36136
3341,5,9.8,9,1.36136
3342,5,9.8,9.8,1.36136
3343,5,1,1,1.39626
3344,5,1,1.8,1.39626
3345,5,1,2.6,1.39626
3346,5,1,3.4,1.39626
3347,5,1,4.2,1.39626
3348,5,1,5,1.39626
3349,5,1,5.8,1.39626
3350,5,1,6.6,1.39626
3351,5,1,7.4,1.39626
3352,5,1,8.2,1.39626
3353,5,1,9,1.39626
3354,5,1,9.8,1.39626
3355,5,1.8,1,1.39626
3356,5,1.8,1.8,1.39626
3357,5,1.8,2.6,1.39626
3358,5,1.8,3.4,1.39626
3359,5,1.8,4.2,1.39626
3360,5,1.8,5,1.39626
3361,5,1.8,5.8,1.39626
3362,5,1.8,6.6,1.39626
3363,5,1.8,7.4,1.39626
3364,5,1.8,8.2,1.39626
3365,5,1.8,9,1.39626
3366,5,1.8,9.8,1.39626
3367,5,2.6,1,1.39626
3368,5,2.6,1.8,1.39626
3369,5,2.6,2.6,1.39626
3370,5,2.6,3.4,1.39626
3371,5,2.6,4.2,1.39626
3372,5,2.6,5,1.39626
3373,5,2.6,5.8,1.39626
3374,5,2.6,6.6,1.39626
3375,5,2.6,7.4,1.39626
3376,5,2.6,8.2,1.39626
3377,5,2.6,9,1.39626
3378,5,2.6,9.8,1.39626
3379,5,3.4,1,1.39626
3380,5,3.4,1.8,1.39626
3381,5,3.4,2.6,1.39626
3382,5,3.4,3.4,1.39626
3383,5,3.4,4.2,1.39626
3384,5,3.4,5,1.39626
3385,5,3.4,5.8,1.39626
3386,5,3.4,6.6,1.39626
3387,5,3.4,7.4,1.39626
3388,5,3.4,8.2,1.39626
3389,5,3.4,9,1.39626
3390,5,3.4,9.8,1.39626
3391,5,4.2,1,1.39626
3392,5,4.2,1.8,1.39626
3393,5,4.2,2.6,1.39626
3394,5,4.2,3.4,1.39626
3395,5,4.2,4.2,1.39626
3396,5,4.2,5,1.39626
3397,5,4.2,5.8,1.39626
3398,5,4.2,6.6,1.39626
3399,5,4.2,7.4,1.39626
3400,5,4.2,8.2,1.39626
3401,5,4.2,9,1.39626
3402,5,4.2,9.8,1.39626
3403,5,5,1,1.39626
3404,5,5,1.8,1.39626
3405,5,5,2.6,1.39626
3406,5,5,3.4,1.39626
3407,5,5,4.2,1.39626
3408,5,5,5,1.39626
3409,5,5,5.8,1.39626
3410,5,5,6.6,1.39626
3411,5,5,7.4,1.39626
3412,5,5,8.2,1.39626
3413,5,5,9,1.39626
3414,5,5,9.8,1.39626
3415,5,5.8,1,1.39626
3416,5,5.8,1.8,1.39626
3417,5,5.8,2.6,1.39626
3418,5,5.8,3.4,1.39626
3419,5,5.8,4.2,1.39626
3420,5,5.8,5,1.39626
3421,5,5.8,5.8,1.39626
3422,5,5.8,6.6,1.39626
3423,5,5.8,7.4,1.39626
3424,5,5.8,8.2,1.39626
3425,5,5.8,9,1.39626
3426,5,5.8,9.8,1.39626
3427,5,6.6,1,1.39626
3428,5,6.6,1.8,1.39626
3429,5,6.6,2.6,1.39626
3430,5,6.6,3.4,1.39626
3431,5,6.6,4.2,1.39626
3432,5,6.6,5,1.39626
3433,5,6.6,5.8,1.39626
3434,5,6.6,6.6,1.39626
3435,5,6.6,7.4,1.39626
3436,5,6.6,8.2,1.39626
3437,5,6.6,9,1.39626
3438,5,6.6,9.8,1.39626
3439,5,7.4,1,1.39626
3440,5,7.4,1.8,1.39626
3441,5,7.4,2.6,1.39626
3442,5,7.4,3.4,1.39626
3443,5,7.4,4.2,1.39626
3444,5,7.4,5,1.39626
3445,5,7.4,5.8,1.39626
3446,5,7.4,6.6,1.39626
3447,5,7.4,7.4,1.39626
3448,5,7.4,8.2,1.39626
3449,5,7.4,9,1.39626
3450,5,7.4,9.8,1.39626
3451,5,8.2,1,1.39626
3452,5,8.2,1.8,1.39626
3453,5,8.2,2.6,1.39626
3454,5,8.2,3.4,1.39626
3455,5,8.2,4.2,1.39626
3456,5,8.2,5,1.39626
3457,5,8.2,5.8,1.39626
3458,5,8.2,6.6,1.39626
3459,5,8.2,7.4,1.39626
3460,5,8.2,8.2,1.39626
3461,5,8.2,9,1.39626
3462,5,8.2,9.8,1.39626
3463,5,9,1,1.39626
3464,5,9,1.8,1.39626
3465,5,9,2.6,1.39626
3466,5,9,3.4,1.39626
3467,5,9,4.2,1.39626
3468,5,9,5,1.39626
3469,5,9,5.8,1.39626
3470,5,9,6.6,1.39626
3471,5,9,7.4,1.39626
3472,5,9,8.2,1.39626
3473,5,9,9,1.39626
3474,5,9,9.8,1.39626
3475,5,9.8,1,1.39626
3476,5,9.8,1.8,1.39626
3477,5,9.8,2.6,1.39626
3478,5,9.8,3.4,1.39626
3479,5,9.8,4.2,1.39626
3480,5,9.8,5,1.39626
3481,5,9.8,5.8,1.39626
3482,5,9.8,6.6,1.39626
3483,5,9.8,7.4,1.39626
3484,5,9.8,8.2,1.39626
3485,5,9.8,9,1.39626
3486,5,9.8,9.8,1.39626
3487,5.5,1,1,1.22173
3488,5.5,1,1.89091,1.22173
3489,5.5,1,2.78182,1.22173
3490,5.5,1,3.67273,1.22173
3491,5.5,1,4.56364,1.22173
3492,5.5,1,5.45455,1.22173
3493,5.5,1,6.34545,1.22173
3494,5.5,1,7.23636,1.22173
3495,5.5,1,8.12727,1.22173
3496,5.5,1,9.01818,1.22173
3497,5.5,1,9.90909,1.22173
3498,5.5,1,10.8,1.22173
3499,5.5,1.89091,1,1.22173
3500,5.5,1.89091,1.89091,1.22173
3501,5.5,1.89091,2.78182,1.22173
3502,5.5,1.89091,3.67273,1.22173
3503,5.5,1.89091,4.56364,1.22173
3504,5.5,1.89091,5.45455,1.22173
3505,5.5,1.89091,6.34545,1.22173
3506,5.5,1.89091,7.23636,1.22173
3507,5.5,1.89091,8.12727,1.22173
3508,5.5,1.89091,9.01818,1.22173
3509,5.5,1.89091,9.90909,1.22173
3510,5.5,1.89091,10.8,1.22173
3511,5.5,2.78182,1,1.22173
3512,5.5,2.78182,1.89091,1.22173
3513,5.5,2.78182,2.78182,1.22173
3514,5.5,2.78182,3.67273,1.22173
3515,5.5,2.78182,4.56364,1.22173
3516,5.5,2.78182,5.45455,1.22173
3517,5.5,2.78182,6.34545,1.22173
3518,5.5,2.78182,7.23636,1.22173
3519,5.5,2.78182,8.12727,1.22173
3520,5.5,2.78182,9.01818,1.22173
3521,5.5,2.78182,9.90909,1.22173
3522,5.5,2.78182,10.8,1.22173
3523,5.5,3.67273,1,1.22173
3524,5.5,3.67273,1.89091,1.22173
3525,5.5,3.67273,2.78182,1.22173
3526,5.5,3.67273,3.67273,1.22173
3527,5.5,3.67273,4.56364,1.22173
3528,5.5,3.67273,5.45455,1.22173
3529,5.5,3.67273,6.34545,1.22173
3530,5.5,3.67273,7.23636,1.22173
3531,5.5,3.67273,8.12727,1.22173
3532,5.5,3.67273,9.01818,1.22173
3533,5.5,3.67273,9.90909,1.22173
3534,5.5,3.67273,10.8,1.22173
3535,5.5,4.56364,1,1.22173
3536,5.5,4.56364,1.89091,1.22173
3537,5.5,4.56364,2.78182,1.22173
3538,5.5,4.56364,3.67273,1.22173
3539,5.5,4.56364,4.56364,1.22173
3540,5.5,4.56364,5.45455,1.22173
3541,5.5,4.56364,6.34545,1.22173
3542,5.5,4.56364,7.23636,1.22173
3543,5.5,4.56364,8.12727,1.22173
3544,5.5,4.56364,9.01818,1.22173
3545,5.5,4.56364,9.90909,1.22173
3546,5.5,4.56364,10.8,1.22173
3547,5.5,5.45455,1,1.22173
3548,5.5,5.45455,1.89091,1.22173
3549,5.5,5.45455,2.78182,1.22173
3550,5.5,5.45455,3.67273,1.22173
3551,5.5,5.45455,4.56364,1.22173
3552,5.5,5.45455,5.45455,1.22173
3553,5.5,5.45455,6.34545,1.22173
3554,5.5,5.45455,7.23636,1.22173
3555,5.5,5.45455,8.12727,1.22173
3556,5.5,5.45455,9.01818,1.22173
3557,5.5,5.45455,9.90909,1.22173
3558,5.5,5.45455,10.8,1.22173
3559,5.5,6.34545,1,1.22173
3560,5.5,6.34545,1.89091,1.22173
3561,5.5,6.34545,2.78182,1.22173
3562,5.5,6.34545,3.67273,1.22173
3563,5.5,6.34545,4.56364,1.22173
3564,5.5,6.34545,5.45455,1.22173
3565,5.5,6.34545,6.34545,1.22173
3566,5.5,6.34545,7.23636,1.22173
3567,5.5,6.34545,8.12727,1.22173
3568,5.5,6.34545,9.01818,1.22173
3569,5.5,6.34545,9.90909,1.22173
3570,5.5,6.34545,10.8,1.22173
3571,5.5,7.23636,1,1.22173
3572,5.5,7.23636,1.89091,1.22173
3573,5.5,7.23636,2.78182,1.22173
3574,5.5,7.23636,3.67273,1.22173
3575,5.5,7.23636,4.56364,1.22173
3576,5.5,7.23636,5.45455,1.22173
3577,5.5,7.23636,6.34545,1.22173
3578,5.5,7.23636,7.23636,1.22173
3579,5.5,7.23636,8.12727,1.22173
3580,5.5,7.23636,9.01818,1.22173
3581,5.5,7.23636,9.90909,1.22173
3582,5.5,7.23636,10.8,1.22173
3583,5.5,8.12727,1,1.22173
3584,5.5,8.12727,1.89091,1.22173
3585,5.5,8.12727,2.78182,1.22173
3586,5.5,8.12727,3.67273,1.22173
3587,5.5,8.12727,4.56364,1.22173
3588,5.5,8.12727,5.45455,1.22173
3589,5.5,8.12727,6.34545,1.22173
3590,5.5,8.12727,7.23636,1.22173
3591,5.5,8.12727,8.12727,1.22173
3592,5.5,8.12727,9.01818,1.22173
3593,5.5,8.12727,9.90909,1.22173
3594,5.5,8.12727,10.8,1.22173
3595,5.5,9.01818,1,1.22173
3596,5.5,9.01818,1.89091,1.22173
3597,5.5,9.01818,2.78182,1.22173
3598,5.5,9.01818,3.67273,1.22173
3599,5.5,9.01818,4.56364,1.22173
3600,5.5,9.01818,5.45455,1.22173
3601,5.5,9.01818,6.34545,1.22173
3602,5.5,9.01818,7.23636,1.22173
3603,5.5,9.01818,8.12727,1.22173
3604,5.5,9.01818,9.01818,1.22173
3605,5.5,9.01818,9.90909,1.22173
3606,5.5,9.01818,10.8,1.22173
3607,5.5,9.90909,1,1.22173
3608,5.5,9.90909,1.89091,1.22173
3609,5.5,9.90909,2.78182,1.22173
3610,5.5,9.90909,3.67273,1.22173
3611,5.5,9.90909,4.56364,1.22173
3612,5.5,9.90909,5.45455,1.22173
3613,5.5,9.90909,6.34545,1.22173
3614,5.5,9.90909,7.23636,1.22173
3615,5.5,9.90909,8.12727,1.22173
3616,5.5,9.90909,9.01818,1.22173
3617,5.5,9.90909,9.90909,1.22173
3618,5.5,9.90909,10.8,1.22173
3619,5.5,10.8,1,1.22173
3620,5.5,10.8,1.89091,1.22173
3621,5.5,10.8,2.78182,1.22173
3622,5.5,10.8,3.67273,1.22173
3623,5.5,10.8,4.56364,1.22173
3624,5.5,10.8,5.45455,1.22173
3625,5.5,10.8,6.34545,1.22173
3626,5.5,10.8,7.23636,1.22173
3627,5.5,10.8,8.12727,1.22173
3628,5.5,10.8,9.01818,1.22173
3629,5.5,10.8,9.90909,1.22173
3630,5.5,10.8,10.8,1.22173
3631,5.5,1,1,1.25664
3632,5.5,1,1.89091,1.25664
3633,5.5,1,2.78182,1.25664
3634,5.5,1,3.67273,1.25664
3635,5.5,1,4.56364,1.25664
3636,5.5,1,5.45455,1.25664
3637,5.5,1,6.34545,1.25664
3638,5.5,1,7.23636,1.25664
3639,5.5,1,8.12727,1.25664
3640,5.5,1,9.01818,1.25664
3641,5.5,1,9.90909,1.25664
3642,5.5,1,10.8,1.25664
3643,5.5,1.89091,1,1.25664
3644,5.5,1.89091,1.89091,1.25664
3645,5.5,1.89091,2.78182,1.25664
3646,5.5,1.89091,3.67273,1.25664
3647,5.5,1.89091,4.56364,1.25664
3648,5.5,1.89091,5.45455,1.25664
3649,5.5,1.89091,6.34545,1.25664
3650,5.5,1.89091,7.23636,1.25664
3651,5.5,1.89091,8.12727,1.25664
3652,5.5,1.89091,9.01818,1.25664
3653,5.5,1.89091,9.90909,1.25664
3654,5.5,1.89091,10.8,1.25664
3655,5.5,2.78182,1,1.25664
3656,5.5,2.78182,1.89091,1.25664
3657,5.5,2.78182,2.78182,1.25664
3658,5.5,2.78182,3.67273,1.25664
3659,5.5,2.78182,4.56364,1.25664
3660,5.5,2.78182,5.45455,1.25664
3661,5.5,2.78182,6.34545,1.25664
3662,5.5,2.78182,7.23636,1.25664
3663,5.5,2.78182,8.12727,1.25664
3664,5.5,2.78182,9.01818,1.25664
3665,5.5,2.78182,9.90909,1.25664
3666,5.5,2.78182,10.8,1.25664
3667,5.5,3.67273,1,1.25664
3668,5.5,3.67273,1.89091,1.25664
3669,5.5,3.67273,2.78182,1.25664
3670,5.5,3.67273,3.67273,1.25664
3671,5.5,3.67273,4.56364,1.25664
3672,5.5,3.67273,5.45455,1.25664
3673,5.5,3.67273,6.34545,1.25664
3674,5.5,3.67273,7.23636,1.25664
3675,5.5,3.67273,8.12727,1.25664
3676,5.5,3.67273,9.01818,1.25664
3677,5.5,3.67273,9.90909,1.25664
3678,5.5,3.67273,10.8,1.25664
3679,5.5,4.56364,1,1.25664
3680,5.5,4.56364,1.89091,1.25664
3681,5.5,4.56364,2.78182,1.25664
3682,5.5,4.56364,3.67273,1.25664
3683,5.5,4.56364,4.56364,1.25664
3684,5.5,4.56364,5.45455,1.25664
3685,5.5,4.56364,6.34545,1.25664
3686,5.5,4.56364,7.23636,1.25664
3687,5.5,4.56364,8.12727,1.25664
3688,5.5,4.56364,9.01818,1.25664
3689,5.5,4.56364,9.90909,1.25664
3690,5.5,4.56364,10.8,1.25664
3691,5.5,5.45455,1,1.25664
3692,5.5,5.45455,1.89091,1.25664
3693,5.5,5.45455,2.78182,1.25664
3694,5.5,5.45455,3.67273,1.25664
3695,5.5,5.45455,4.56364,1.25664
3696,5.5,5.45455,5.45455,1.25664
3697,5.5,5.45455,6.34545,1.25664
3698,5.5,5.45455,7.23636,1.25664
3699,5.5,5.45455,8.12727,1.25664
3700,5.5,5.45455,9.01818,1.25664
3701,5.5,5.45455,9.90909,1.25664
3702,5.5,5.45455,10.8,1.25664
3703,5.5,6.34545,1,1.25664
3704,5.5,6.34545,1.89091,1.25664
3705,5.5,6.34545,2.78182,1.25664
3706,5.5,6.34545,3.67273,1.25664
3707,5.5,6.34545,4.56364,1.25664
3708,5.5,6.34545,5.45455,1.25664
3709,5.5,6.34545,6.34545,1.25664
3710,5.5,6.34545,7.23636,1.25664
3711,5.5,6.34545,8.12727,1.25664
3712,5.5,6.34545,9.01818,1.25664
3713,5.5,6.34545,9.90909,1.25664
3714,5.5,6.34545,10.8,1.25664
3715,5.5,7.23636,1,1.25664
3716,5.5,7.23636,1.89091,1.25664
3717,5.5,7.23636,2.78182,1.25664
3718,5.5,7.23636,3.67273,1.25664
3719,5.5,7.23636,4.56364,1.25664
3720,5.5,7.23636,5.45455,1.25664
3721,5.5,7.23636,6.34545,1.25664
3722,5.5,7.23636,7.23636,1.25664
3723,5.5,7.23636,8.12727,1.25664
3724,5.5,7.23636,9.01818,1.25664
3725,5.5,7.23636,9.90909,1.25664
3726,5.5,7.23636,10.8,1.25664
3727,5.5,8.12727,1,1.25664
3728,5.5,8.12727,1.89091,1.25664
3729,5.5,8.12727,2.78182,1.25664
3730,5.5,8.12727,3.67273,1.25664
3731,5.5,8.12727,4.56364,1.25664
3732,5.5,8.12727,5.45455,1.25664
3733,5.5,8.12727,6.34545,1.25664
3734,5.5,8.12727,7.23636,1.25664
3735,5.5,8.12727,8.12727,1.25664
3736,5.5,8.12727,9.01818,1.25664
3737,5.5,8.12727,9.90909,1.25664
3738,5.5,8.12727,10.8,1.25664
3739,5.5,9.01818,1,1.25664
3740,5.5,9.01818,1.89091,1.25664
3741,5.5,9.01818,2.78182,1.25664
3742,5.5,9.01818,3.67273,1.25664
3743,5.5,9.01818,4.56364,1.25664
3744,5.5,9.01818,5.45455,1.25664
3745,5.5,9.01818,6.34545,1.25664
3746,5.5,9.01818,7.23636,1.25664
3747,5.5,9.01818,8.12727,1.25664
3748,5.5,9.01818,9.01818,1.25664
3749,5.5,9.01818,9.90909,1.25664
3750,5.5,9.01818,10.8,1.25664
3751,5.5,9.90909,1,1.25664
3752,5.5,9.90909,1.89091,1.25664
3753,5.5,9.90909,2.78182,1.25664
3754,5.5,9.90909,3.67273,1.25664
3755,5.5,9.90909,4.56364,1.25664
3756,5.5,9.90909,5.45455,1.25664
3757,5.5,9.90909,6.34545,1.25664
3758,5.5,9.90909,7.23636,1.25664
3759,5.5,9.90909,8.12727,1.25664
3760,5.5,9.90909,9.01818,1.25664
3761,5.5,9.90909,9.90909,1.25664
3762,5.5,9.90909,10.8,1.25664
3763,5.5,10.8,1,1.25664
3764,5.5,10.8,1.89091,1.25664
3765,5.5,10.8,2.78182,1.25664
3766,5.5,10.8,3.67273,1.25664
3767,5.5,10.8,4.56364,1.25664
3768,5.5,10.8,5.45455,1.25664
3769,5.5,10.8,6.34545,1.25664
3770,5.5,10.8,7.23636,1.25664
3771,5.5,10.8,8.12727,1.25664
3772,5.5,10.8,9.01818,1.25664
3773,5.5,10.8,9.90909,1.25664
3774,5.5,10.8,10.8,1.25664
3775,5.5,1,1,1.29154
3776,5.5,1,1.89091,1.29154
3777,5.5,1,2.78182,1.29154
3778,5.5,1,3.67273,1.29154
3779,5.5,1,4.56364,1.29154
3780,5.5,1,5.45455,1.29154
3781,5.5,1,6.34545,1.29154
3782,5.5,1,7.23636,1.29154
3783,5.5,1,8.12727,1.29154
3784,5.5,1,9.01818,1.29154
3785,5.5,1,9.90909,1.29154
3786,5.5,1,10.8,1.29154
3787,5.5,1.89091,1,1.29154
3788,5.5,1.89091,1.89091,1.29154
3789,5.5,1.89091,2.78182,1.29154
3790,5.5,1.89091,3.67273,1.29154
3791,5.5,1.89091,4.56364,1.29154
3792,5.5,1.89091,5.45455,1.29154
3793,5.5,1.89091,6.34545,1.29154
3794,5.5,1.89091,7.23636,1.29154
3795,5.5,1.89091,8.12727,1.29154
3796,5.5,1.89091,9.01818,1.29154
3797,5.5,1.89091,9.90909,1.29154
3798,5.5,1.89091,10.8,1.29154
3799,5.5,2.78182,1,1.29154
3800,5.5,2.78182,1.89091,1.29154
3801,5.5,2.78182,2.78182,1.29154
3802,5.5,2.78182,3.67273,1.29154
3803,5.5,2.78182,4.56364,1.29154
3804,5.5,2.78182,5.45455,1.29154
3805,5.5,2.78182,6.34545,1.29154
3806,5.5,2.78182,7.23636,1.29154
3807,5.5,2.78182,8.12727,1.29154
3808,5.5,2.78182,9.01818,1.29154
3809,5.5,2.78182,9.90909,1.29154
3810,5.5,2.78182,10.8,1.29154
3811,5.5,3.67273,1,1.29154
3812,5.5,3.67273,1.89091,1.29154
3813,5.5,3.67273,2.78182,1.29154
3814,5.5,3.67273,3.67273,1.29154
3815,5.5,3.67273,4.56364,1.29154
3816,5.5,3.67273,5.45455,1.29154
3817,5.5,3.67273,6.34545,1.29154
3818,5.5,3.67273,7.23636,1.29154
3819,5.5,3.67273,8.12727,1.29154
3820,5.5,3.67273,9.01818,1.29154
3821,5.5,3.67273,9.90909,1.29154
3822,5.5,3.67273,10.8,1.29154
3823,5.5,4.56364,1,1.29154
3824,5.5,4.56364,1.89091,1.29154
3825,5.5,4.56364,2.78182,1.29154
3826,5.5,4.56364,3.67273,1.29154
3827,5.5,4.56364,4.56364,1.29154
3828,5.5,4.56364,5.45455,1.29154
3829,5.5,4.56364,6.34545,1.29154
3830,5.5,4.56364,7.23636,1.29154
3831,5.5,4.56364,8.12727,1.29154
3832,5.5,4.56364,9.01818,1.29154
3833,5.5,4.56364,9.90909,1.29154
3834,5.5,4.56364,10.8,1.29154
3835,5.5,5.45455,1,1.29154
3836,5.5,5.45455,1.89091,1.29154
3837,5.5,5.45455,2.78182,1.29154
3838,5.5,5.45455,3.67273,1.29154
3839,5.5,5.45455,4.56364,1.29154
3840,5.5,5.45455,5.45455,1.29154
3841,5.5,5.45455,6.34545,1.29154
3842,5.5,5.45455,7.23636,1.29154
3843,5.5,5.45455,8.12727,1.29154
3844,5.5,5.45455,9.01818,1.29154
3845,5.5,5.45455,9.90909,1.29154
3846,5.5,5.45455,10.8,1.29154
3847,5.5,6.34545,1,1.29154
3848,5.5,6.34545,1.89091,1.29154
3849,5.5,6.34545,2.78182,1.29154
3850,5.5,6.34545,3.67273,1.29154
3851,5.5,6.34545,4.56364,1.29154
3852,5.5,6.34545,5.45455,1.29154
3853,5.5,6.34545,6.34545,1.29154
3854,5.5,6.34545,7.23636,1.29154
3855,5.5,6.34545,8.12727,1.29154
3856,5.5,6.34545,9.01818,1.29154
